DATAFLOW,REF_AREA,FREQ,MEASURE,UNIT_MEASURE,ACTIVITY,ADJUSTMENT,TRANSFORMATION,TIME_PERIOD,OBS_VALUE,OBS_STATUS,UNIT_MULT,DECIMALS,BASE_PER
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),ITA,M,PRVM,IX,BTE,Y,_Z,2025-10,98.42105263,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),ITA,M,PRVM,IX,BTE,Y,_Z,2021-02,102.94736842105301,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),ITA,M,PRVM,IX,BTE,Y,_Z,2025-04,98.84210526315789,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),ITA,M,PRVM,IX,BTE,Y,_Z,2026-02,98.6315789473684,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),ITA,M,PRVM,IX,BTE,Y,_Z,2026-04,99.78947368421049,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),ITA,M,PRVM,IX,BTE,Y,_Z,2026-05,99.4736842105263,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),ITA,M,PRVM,IX,BTE,Y,_Z,2012-02,104,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),ITA,M,PRVM,IX,BTE,Y,_Z,2014-11,98,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),ITA,M,PRVM,IX,BTE,Y,_Z,2017-12,111.26315789,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),ITA,M,PRVM,IX,BTE,Y,_Z,2019-07,106.52631579,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),ITA,M,PRVM,IX,BTE,Y,_Z,2021-04,104.94736842,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),ITA,M,PRVM,IX,BTE,Y,_Z,2024-02,101.15789474,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),ITA,M,PRVM,IX,BTE,Y,_Z,2024-03,100.21052632,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),ITA,M,PRVM,IX,BTE,Y,_Z,2024-05,99.26315789,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),ITA,M,PRVM,IX,BTE,Y,_Z,2024-09,98,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),ITA,M,PRVM,IX,BTE,Y,_Z,2024-12,96.42105263,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),ITA,M,PRVM,IX,BTE,Y,_Z,2025-02,98.10526315999999,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),ITA,M,PRVM,IX,BTE,Y,_Z,2025-09,99.36842105,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),ITA,M,PRVM,IX,BTE,Y,_Z,2025-11,99.68421052999999,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),ITA,M,PRVM,IX,BTE,Y,_Z,2026-03,99.36842105,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),ITA,M,PRVM,IX,BTE,Y,_Z,2010-01,105.789473684211,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),ITA,M,PRVM,IX,BTE,Y,_Z,2011-01,108,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),ITA,M,PRVM,IX,BTE,Y,_Z,2013-03,98.94736842105259,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),ITA,M,PRVM,IX,BTE,Y,_Z,2013-06,100,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),ITA,M,PRVM,IX,BTE,Y,_Z,2013-09,100,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),ITA,M,PRVM,IX,BTE,Y,_Z,2013-11,100,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),ITA,M,PRVM,IX,BTE,Y,_Z,2014-10,98,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),ITA,M,PRVM,IX,BTE,Y,_Z,2015-04,100,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),ITA,M,PRVM,IX,BTE,Y,_Z,2017-06,106,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),ITA,M,PRVM,IX,BTE,Y,_Z,2017-10,106,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),ITA,M,PRVM,IX,BTE,Y,_Z,2019-03,106,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),ITA,M,PRVM,IX,BTE,Y,_Z,2022-02,106.526315789474,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),ITA,M,PRVM,IX,BTE,Y,_Z,2022-04,108.94736842105299,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),ITA,M,PRVM,IX,BTE,Y,_Z,2022-11,103.57894736842098,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),ITA,M,PRVM,IX,BTE,Y,_Z,2023-02,104.736842105263,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),ITA,M,PRVM,IX,BTE,Y,_Z,2023-03,104,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),ITA,M,PRVM,IX,BTE,Y,_Z,2023-04,101.789473684211,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),ITA,M,PRVM,IX,BTE,Y,_Z,2023-11,100.947368421053,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),ITA,M,PRVM,IX,BTE,Y,_Z,2024-01,100.10526315789501,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),ITA,M,PRVM,IX,BTE,Y,_Z,2024-04,99.1578947368421,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),ITA,M,PRVM,IX,BTE,Y,_Z,2025-01,99.0526315789474,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),ITA,M,PRVM,IX,BTE,Y,_Z,2025-03,98.1052631578948,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),ITA,M,PRVM,IX,BTE,Y,_Z,2025-05,98.421052631579,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),ITA,M,PRVM,IX,BTE,Y,_Z,2025-12,99.1578947368421,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),ITA,M,PRVM,IX,BTE,Y,_Z,2026-01,98.5263157894737,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),ITA,M,PRVM,IX,BTE,Y,_Z,2010-04,106.31578947,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),ITA,M,PRVM,IX,BTE,Y,_Z,2010-08,113.15789473999999,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),ITA,M,PRVM,IX,BTE,Y,_Z,2010-09,108.31578947,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),ITA,M,PRVM,IX,BTE,Y,_Z,2011-02,110.84210526,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),ITA,M,PRVM,IX,BTE,Y,_Z,2011-03,111.15789473999999,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),ITA,M,PRVM,IX,BTE,Y,_Z,2011-05,110.10526315999999,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),ITA,M,PRVM,IX,BTE,Y,_Z,2011-07,108.84210526,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),ITA,M,PRVM,IX,BTE,Y,_Z,2011-09,107.68421052999999,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),ITA,M,PRVM,IX,BTE,Y,_Z,2011-10,106.21052632000001,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),ITA,M,PRVM,IX,BTE,Y,_Z,2011-11,107.05263158,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),ITA,M,PRVM,IX,BTE,Y,_Z,2012-08,102.94736842,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),ITA,M,PRVM,IX,BTE,Y,_Z,2012-09,102.73684211,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),ITA,M,PRVM,IX,BTE,Y,_Z,2012-11,99.26315789,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),ITA,M,PRVM,IX,BTE,Y,_Z,2010-02,104.94736842,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),ITA,M,PRVM,IX,BTE,Y,_Z,2010-03,105.36842105,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,BTE,Y,_Z,2015-07,101.96520618,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,BTE,Y,_Z,2015-08,99.45231958000001,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,BTE,Y,_Z,2015-12,99.74226804,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,BTE,Y,_Z,2016-01,101.28865978999998,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,BTE,Y,_Z,2016-08,101.48195875999998,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,BTE,Y,_Z,2016-10,101.86855669999998,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,BTE,Y,_Z,2016-12,99.3556701,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,BTE,Y,_Z,2017-01,101.09536081999998,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,BTE,Y,_Z,2017-04,103.31829897,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,BTE,Y,_Z,2017-08,106.31443299,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,BTE,Y,_Z,2017-10,103.7048969,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,BTE,Y,_Z,2018-01,105.92783505,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,BTE,Y,_Z,2013-04,97.61597938,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,BTE,Y,_Z,2013-05,96.8427835,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,BTE,Y,_Z,2013-09,98.67912371,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,BTE,Y,_Z,2013-10,98.00257731999999,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,BTE,Y,_Z,2013-11,99.64561855,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,BTE,Y,_Z,2014-02,99.16237113,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,BTE,Y,_Z,2014-03,99.45231958000001,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,BTE,Y,_Z,2021-05,96.45618556701,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),ITA,M,PRVM,IX,BTE,Y,_Z,2016-03,100.73684211,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),ITA,M,PRVM,IX,BTE,Y,_Z,2016-04,102.52631579,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),ITA,M,PRVM,IX,BTE,Y,_Z,2016-06,99.57894737000001,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),ITA,M,PRVM,IX,BTE,Y,_Z,2016-08,102.42105263,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),ITA,M,PRVM,IX,BTE,Y,_Z,2016-11,103.68421053,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),ITA,M,PRVM,IX,BTE,Y,_Z,2016-12,105.47368421,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),ITA,M,PRVM,IX,BTE,Y,_Z,2017-03,104.21052632,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),ITA,M,PRVM,IX,BTE,Y,_Z,2017-07,106.84210526,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),ITA,M,PRVM,IX,BTE,Y,_Z,2017-08,108.73684211000001,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),ITA,M,PRVM,IX,BTE,Y,_Z,2017-09,105.47368421,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),ITA,M,PRVM,IX,BTE,Y,_Z,2018-01,106.73684211000001,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),ITA,M,PRVM,IX,BTE,Y,_Z,2018-02,106.21052632000001,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),ITA,M,PRVM,IX,BTE,Y,_Z,2018-04,106.21052632000001,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),ITA,M,PRVM,IX,BTE,Y,_Z,2018-05,107.15789473999999,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),ITA,M,PRVM,IX,BTE,Y,_Z,2018-06,107.57894737,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),ITA,M,PRVM,IX,BTE,Y,_Z,2018-07,106.42105262999999,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),ITA,M,PRVM,IX,BTE,Y,_Z,2018-09,107.47368421,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),ITA,M,PRVM,IX,BTE,Y,_Z,2018-12,105.89473684,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),ITA,M,PRVM,IX,BTE,Y,_Z,2019-01,106.31578947,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),ITA,M,PRVM,IX,BTE,Y,_Z,2019-02,106.94736842,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),ITA,M,PRVM,IX,BTE,Y,_Z,2019-04,104.52631579,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),ITA,M,PRVM,IX,BTE,Y,_Z,2019-05,106.73684211000001,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),ITA,M,PRVM,IX,BTE,Y,_Z,2019-06,106.42105262999999,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),ITA,M,PRVM,IX,BTE,Y,_Z,2019-08,105.68421052999999,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),ITA,M,PRVM,IX,BTE,Y,_Z,2019-11,104.84210526,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),ITA,M,PRVM,IX,BTE,Y,_Z,2020-01,105.36842105,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),ITA,M,PRVM,IX,BTE,Y,_Z,2020-02,103.47368421,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),ITA,M,PRVM,IX,BTE,Y,_Z,2020-04,58.526315790000005,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),ITA,M,PRVM,IX,BTE,Y,_Z,2020-05,84.84210526,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),ITA,M,PRVM,IX,BTE,Y,_Z,2020-08,104.94736842,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),ITA,M,PRVM,IX,BTE,Y,_Z,2020-09,100.52631579,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),ITA,M,PRVM,IX,BTE,Y,_Z,2020-10,102.73684211,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),ITA,M,PRVM,IX,BTE,Y,_Z,2020-11,100.63157894999999,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),ITA,M,PRVM,IX,BTE,Y,_Z,2021-03,103.36842105,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),ITA,M,PRVM,IX,BTE,Y,_Z,2021-06,105.15789473999999,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),ITA,M,PRVM,IX,BTE,Y,_Z,2021-07,106.10526315999999,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),ITA,M,PRVM,IX,BTE,Y,_Z,2021-11,107.57894737,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),ITA,M,PRVM,IX,BTE,Y,_Z,2022-01,100.84210526,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),JPN,M,PRVM,IX,BTE,Y,_Z,2018-10,105.85375943,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),JPN,M,PRVM,IX,BTE,Y,_Z,2018-11,104.30512438999999,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),JPN,M,PRVM,IX,BTE,Y,_Z,2019-01,101.93662375000001,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),JPN,M,PRVM,IX,BTE,Y,_Z,2011-01,104.83564861,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),JPN,M,PRVM,IX,BTE,Y,_Z,2012-04,102.98741976000001,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),JPN,M,PRVM,IX,BTE,Y,_Z,2012-05,101.13919089000001,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),JPN,M,PRVM,IX,BTE,Y,_Z,2012-06,100.42043521999999,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),JPN,M,PRVM,IX,BTE,Y,_Z,2012-10,96.82665686,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),JPN,M,PRVM,IX,BTE,Y,_Z,2012-11,96.10790118999999,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),JPN,M,PRVM,IX,BTE,Y,_Z,2024-07,93.46467915,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),JPN,M,PRVM,IX,BTE,Y,_Z,2024-08,91.55165939999999,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),JPN,M,PRVM,IX,BTE,Y,_Z,2024-12,91.91604412,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),JPN,M,PRVM,IX,BTE,Y,_Z,2025-03,92.09823646999999,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),JPN,M,PRVM,IX,BTE,Y,_Z,2025-04,91.46056322,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),JPN,M,PRVM,IX,BTE,Y,_Z,2025-05,92.09823646999999,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),JPN,M,PRVM,IX,BTE,Y,_Z,2025-06,92.46262119000001,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),JPN,M,PRVM,IX,BTE,Y,_Z,2025-08,90.7317938,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),JPN,M,PRVM,IX,BTE,Y,_Z,2025-09,92.55371737,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),JPN,M,PRVM,IX,BTE,Y,_Z,2025-10,93.28248679,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),JPN,M,PRVM,IX,BTE,Y,_Z,2025-11,91.18727469,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),JPN,M,PRVM,IX,BTE,Y,_Z,2025-12,91.18727469,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),JPN,M,PRVM,IX,BTE,Y,_Z,2010-04,102.98741976000001,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),JPN,M,PRVM,IX,BTE,Y,_Z,2010-07,103.19277851,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),JPN,M,PRVM,IX,BTE,Y,_Z,2010-12,104.11689293999999,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),JPN,M,PRVM,IX,BTE,Y,_Z,2013-06,98.62939573,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),JPN,M,PRVM,IX,BTE,Y,_Z,2013-11,101.93037955999999,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),JPN,M,PRVM,IX,BTE,Y,_Z,2013-12,101.93037955999999,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),JPN,M,PRVM,IX,BTE,Y,_Z,2014-02,102.93067769999999,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),JPN,M,PRVM,IX,BTE,Y,_Z,2014-03,104.33109508,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),JPN,M,PRVM,IX,BTE,Y,_Z,2014-04,99.82975348999999,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),JPN,M,PRVM,IX,BTE,Y,_Z,2014-05,101.93037955999999,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),JPN,M,PRVM,IX,BTE,Y,_Z,2014-06,100.62999199,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),JPN,M,PRVM,IX,BTE,Y,_Z,2014-07,100.42993236999999,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),JPN,M,PRVM,IX,BTE,Y,_Z,2014-11,100.62999199,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),JPN,M,PRVM,IX,BTE,Y,_Z,2015-01,102.73061806999999,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),JPN,M,PRVM,IX,BTE,Y,_Z,2015-05,99.72972368,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),JPN,M,PRVM,IX,BTE,Y,_Z,2015-07,100.42993236999999,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),JPN,M,PRVM,IX,BTE,Y,_Z,2015-08,98.82945534999999,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),JPN,M,PRVM,IX,BTE,Y,_Z,2015-10,100.62999199,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),JPN,M,PRVM,IX,BTE,Y,_Z,2015-11,100.02981311,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),JPN,M,PRVM,IX,BTE,Y,_Z,2015-12,98.12924666,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),JPN,M,PRVM,IX,BTE,Y,_Z,2016-02,99.52966404,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),JPN,M,PRVM,IX,BTE,Y,_Z,2016-03,99.9297833,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),JPN,M,PRVM,IX,BTE,Y,_Z,2016-04,99.22957461,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),JPN,M,PRVM,IX,BTE,Y,_Z,2016-05,98.72942555,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),JPN,M,PRVM,IX,BTE,Y,_Z,2016-06,99.22957461,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),JPN,M,PRVM,IX,BTE,Y,_Z,2016-08,100.62999199,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),JPN,M,PRVM,IX,BTE,Y,_Z,2016-09,101.03011124000001,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),JPN,M,PRVM,IX,BTE,Y,_Z,2016-11,102.13043919,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),JPN,M,PRVM,IX,BTE,Y,_Z,2026-01,93.73796769,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),JPN,M,PRVM,IX,BTE,Y,_Z,2010-01,101.13919089000001,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),JPN,M,PRVM,IX,BTE,Y,_Z,2010-08,103.70617543,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),JPN,M,PRVM,IX,BTE,Y,_Z,2010-10,102.06330532000001,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),JPN,M,PRVM,IX,BTE,Y,_Z,2011-11,101.54990839999999,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),JPN,M,PRVM,IX,BTE,Y,_Z,2012-02,103.70617543,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),JPN,M,PRVM,IX,BTE,Y,_Z,2024-06,91.36946705,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),JPN,M,PRVM,IX,BTE,Y,_Z,2019-02,103.48525878999999,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),JPN,M,PRVM,IX,BTE,Y,_Z,2019-03,102.66539318000001,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),JPN,M,PRVM,IX,BTE,Y,_Z,2019-04,102.48320082,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),JPN,M,PRVM,IX,BTE,Y,_Z,2019-05,103.57635497,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),JPN,M,PRVM,IX,BTE,Y,_Z,2019-10,98.7482575,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),JPN,M,PRVM,IX,BTE,Y,_Z,2019-12,98.38387279,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),JPN,M,PRVM,IX,BTE,Y,_Z,2020-03,96.10646833,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),JPN,M,PRVM,IX,BTE,Y,_Z,2020-05,79.7091562,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),JPN,M,PRVM,IX,BTE,Y,_Z,2020-06,81.89546448,A,0,1,2015
