DATAFLOW,REF_AREA,FREQ,METHODOLOGY,MEASURE,UNIT_MEASURE,EXPENDITURE,ADJUSTMENT,TRANSFORMATION,TIME_PERIOD,OBS_VALUE,OBS_STATUS,UNIT_MULT,BASE_PER,DURABILITY,DECIMALS
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),KOR,M,N,CPI,PA,_T,N,GY,2022-12,5.017301,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),KOR,M,N,CPI,PA,_T,N,GY,2023-01,4.978541,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),KOR,M,N,CPI,PA,_T,N,GY,2023-02,4.65756,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),KOR,M,N,CPI,PA,_T,N,GY,2023-03,4.165881,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),KOR,M,N,CPI,PA,_T,N,GY,2023-04,3.688102,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),KOR,M,N,CPI,PA,_T,N,GY,2023-05,3.376744,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),KOR,M,N,CPI,PA,_T,N,GY,2023-06,2.726181,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),KOR,M,N,CPI,PA,_T,N,GY,2023-07,2.354456,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),KOR,M,N,CPI,PA,_T,N,GY,2023-08,3.360029,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),KOR,M,N,CPI,PA,_T,N,GY,2023-09,3.703363,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),KOR,M,N,CPI,PA,_T,N,GY,2023-10,3.765115,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),KOR,M,N,CPI,PA,_T,N,GY,2023-11,3.309801,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),KOR,M,N,CPI,PA,_T,N,GY,2023-12,3.175911,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),KOR,M,N,CPI,PA,_T,N,GY,2024-01,2.81639,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),KOR,M,N,CPI,PA,_T,N,GY,2024-02,3.126983,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),KOR,M,N,CPI,PA,_T,N,GY,2024-03,3.103511,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),KOR,M,N,CPI,PA,_T,N,GY,2024-04,2.92498,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),KOR,M,N,CPI,PA,_T,N,GY,2024-05,2.672546,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),KOR,M,N,CPI,PA,_T,N,GY,2024-06,2.410939,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),KOR,M,N,CPI,PA,_T,N,GY,2024-07,2.551892,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),KOR,M,N,CPI,PA,_T,N,GY,2024-08,2.012825,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),KOR,M,N,CPI,PA,_T,N,GY,2024-09,1.595038,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),KOR,M,N,CPI,PA,_T,N,GY,2024-10,1.253642,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),KOR,M,N,CPI,PA,_T,N,GY,2024-11,1.526447,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),KOR,M,N,CPI,PA,_T,N,GY,2024-12,1.933824,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),KOR,M,N,CPI,PA,_T,N,GY,2025-01,2.244411,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),KOR,M,N,CPI,PA,_T,N,GY,2025-02,2.021445,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),KOR,M,N,CPI,PA,_T,N,GY,2025-03,2.053532,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),KOR,M,N,CPI,PA,_T,N,GY,2025-04,2.078765,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),KOR,M,N,CPI,PA,_T,N,GY,2025-05,1.90184,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),KOR,M,N,CPI,PA,_T,N,GY,2025-06,2.169712,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),KOR,M,N,CPI,PA,_T,N,GY,2025-07,2.094103,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),KOR,M,N,CPI,PA,_T,N,GY,2025-08,1.66754,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),KOR,M,N,CPI,PA,_T,N,GY,2025-09,2.10205,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),KOR,M,N,CPI,PA,_T,N,GY,2025-10,2.38033,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),KOR,M,N,CPI,PA,_T,N,GY,2025-11,2.447552,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),KOR,M,N,CPI,PA,_T,N,GY,2025-12,2.314855,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),KOR,M,N,CPI,PA,_T,N,GY,2026-01,2.005013,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),KOR,M,N,CPI,PA,_T,N,GY,2026-02,1.998622,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),KOR,M,N,CPI,PA,_T,N,GY,2026-03,2.158397,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),KOR,M,N,CPI,PA,_T,N,GY,2026-04,2.56917,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),KOR,M,N,CPI,PA,_T,N,GY,2026-05,3.139245,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),JPN,M,N,CPI,PA,_T,N,GY,2010-01,-1.3,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),JPN,M,N,CPI,PA,_T,N,GY,2010-02,-1.1,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),JPN,M,N,CPI,PA,_T,N,GY,2010-03,-1.1,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),JPN,M,N,CPI,PA,_T,N,GY,2010-04,-1.2,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),JPN,M,N,CPI,PA,_T,N,GY,2010-05,-0.9,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),JPN,M,N,CPI,PA,_T,N,GY,2010-06,-0.7,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),JPN,M,N,CPI,PA,_T,N,GY,2010-07,-0.9,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),JPN,M,N,CPI,PA,_T,N,GY,2010-08,-0.9,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),JPN,M,N,CPI,PA,_T,N,GY,2010-09,-0.6,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),JPN,M,N,CPI,PA,_T,N,GY,2010-10,0.2,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),JPN,M,N,CPI,PA,_T,N,GY,2010-11,0.1,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),JPN,M,N,CPI,PA,_T,N,GY,2011-01,-0.6,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),JPN,M,N,CPI,PA,_T,N,GY,2011-02,-0.5,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),JPN,M,N,CPI,PA,_T,N,GY,2011-03,-0.5,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),JPN,M,N,CPI,PA,_T,N,GY,2011-04,-0.4,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),JPN,M,N,CPI,PA,_T,N,GY,2011-05,-0.4,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),JPN,M,N,CPI,PA,_T,N,GY,2011-06,-0.4,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),JPN,M,N,CPI,PA,_T,N,GY,2011-07,0.2,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),JPN,M,N,CPI,PA,_T,N,GY,2011-08,0.2,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),JPN,M,N,CPI,PA,_T,N,GY,2011-10,-0.2,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),JPN,M,N,CPI,PA,_T,N,GY,2011-11,-0.5,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),JPN,M,N,CPI,PA,_T,N,GY,2011-12,-0.2,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),JPN,M,N,CPI,PA,_T,N,GY,2012-01,0.1,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),JPN,M,N,CPI,PA,_T,N,GY,2012-02,0.3,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),JPN,M,N,CPI,PA,_T,N,GY,2012-03,0.5,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),JPN,M,N,CPI,PA,_T,N,GY,2012-04,0.4,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),JPN,M,N,CPI,PA,_T,N,GY,2012-05,0.2,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),JPN,M,N,CPI,PA,_T,N,GY,2012-06,-0.2,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),JPN,M,N,CPI,PA,_T,N,GY,2012-07,-0.4,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),JPN,M,N,CPI,PA,_T,N,GY,2012-08,-0.4,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),JPN,M,N,CPI,PA,_T,N,GY,2012-09,-0.3,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),JPN,M,N,CPI,PA,_T,N,GY,2012-10,-0.4,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),JPN,M,N,CPI,PA,_T,N,GY,2012-11,-0.2,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),JPN,M,N,CPI,PA,_T,N,GY,2012-12,-0.1,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),JPN,M,N,CPI,PA,_T,N,GY,2013-01,-0.3,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),JPN,M,N,CPI,PA,_T,N,GY,2013-02,-0.7,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),JPN,M,N,CPI,PA,_T,N,GY,2013-03,-0.9,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),JPN,M,N,CPI,PA,_T,N,GY,2013-04,-0.7,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),JPN,M,N,CPI,PA,_T,N,GY,2013-05,-0.3,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),JPN,M,N,CPI,PA,_T,N,GY,2013-06,0.2,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),JPN,M,N,CPI,PA,_T,N,GY,2013-07,0.7,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),JPN,M,N,CPI,PA,_T,N,GY,2013-08,0.9,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),JPN,M,N,CPI,PA,_T,N,GY,2013-09,1.1,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),JPN,M,N,CPI,PA,_T,N,GY,2013-10,1.1,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),JPN,M,N,CPI,PA,_T,N,GY,2013-11,1.5,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),JPN,M,N,CPI,PA,_T,N,GY,2013-12,1.6,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),JPN,M,N,CPI,PA,_T,N,GY,2014-01,1.4,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),JPN,M,N,CPI,PA,_T,N,GY,2014-02,1.5,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),JPN,M,N,CPI,PA,_T,N,GY,2014-03,1.6,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),JPN,M,N,CPI,PA,_T,N,GY,2014-04,3.4,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),JPN,M,N,CPI,PA,_T,N,GY,2014-05,3.7,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),JPN,M,N,CPI,PA,_T,N,GY,2014-06,3.6,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),JPN,M,N,CPI,PA,_T,N,GY,2014-07,3.4,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),JPN,M,N,CPI,PA,_T,N,GY,2014-08,3.3,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),JPN,M,N,CPI,PA,_T,N,GY,2014-09,3.2,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),JPN,M,N,CPI,PA,_T,N,GY,2014-10,2.9,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),JPN,M,N,CPI,PA,_T,N,GY,2014-11,2.4,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),JPN,M,N,CPI,PA,_T,N,GY,2014-12,2.4,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),JPN,M,N,CPI,PA,_T,N,GY,2015-01,2.4,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),JPN,M,N,CPI,PA,_T,N,GY,2015-02,2.2,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),JPN,M,N,CPI,PA,_T,N,GY,2015-03,2.3,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),JPN,M,N,CPI,PA,_T,N,GY,2015-04,0.6,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),JPN,M,N,CPI,PA,_T,N,GY,2015-05,0.5,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),JPN,M,N,CPI,PA,_T,N,GY,2015-06,0.4,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),JPN,M,N,CPI,PA,_T,N,GY,2015-07,0.2,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),JPN,M,N,CPI,PA,_T,N,GY,2015-08,0.2,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),JPN,M,N,CPI,PA,_T,N,GY,2015-10,0.3,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),JPN,M,N,CPI,PA,_T,N,GY,2015-11,0.3,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),JPN,M,N,CPI,PA,_T,N,GY,2015-12,0.2,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),JPN,M,N,CPI,PA,_T,N,GY,2016-01,-0.1,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),JPN,M,N,CPI,PA,_T,N,GY,2016-02,0.2,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),JPN,M,N,CPI,PA,_T,N,GY,2016-04,-0.3,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),JPN,M,N,CPI,PA,_T,N,GY,2016-05,-0.5,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),JPN,M,N,CPI,PA,_T,N,GY,2016-06,-0.4,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),JPN,M,N,CPI,PA,_T,N,GY,2016-07,-0.4,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),JPN,M,N,CPI,PA,_T,N,GY,2016-08,-0.5,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),JPN,M,N,CPI,PA,_T,N,GY,2016-09,-0.5,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),JPN,M,N,CPI,PA,_T,N,GY,2016-10,0.1,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),JPN,M,N,CPI,PA,_T,N,GY,2016-11,0.5,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),JPN,M,N,CPI,PA,_T,N,GY,2016-12,0.3,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),JPN,M,N,CPI,PA,_T,N,GY,2017-01,0.4,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),JPN,M,N,CPI,PA,_T,N,GY,2017-02,0.3,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),JPN,M,N,CPI,PA,_T,N,GY,2017-03,0.2,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),JPN,M,N,CPI,PA,_T,N,GY,2017-04,0.4,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),JPN,M,N,CPI,PA,_T,N,GY,2017-05,0.4,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),JPN,M,N,CPI,PA,_T,N,GY,2017-06,0.4,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),JPN,M,N,CPI,PA,_T,N,GY,2017-07,0.4,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),JPN,M,N,CPI,PA,_T,N,GY,2017-08,0.7,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),JPN,M,N,CPI,PA,_T,N,GY,2017-09,0.7,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),JPN,M,N,CPI,PA,_T,N,GY,2017-10,0.2,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),JPN,M,N,CPI,PA,_T,N,GY,2017-11,0.6,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),JPN,M,N,CPI,PA,_T,N,GY,2017-12,1,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),JPN,M,N,CPI,PA,_T,N,GY,2018-01,1.4,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),JPN,M,N,CPI,PA,_T,N,GY,2018-02,1.5,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),JPN,M,N,CPI,PA,_T,N,GY,2018-03,1.1,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),JPN,M,N,CPI,PA,_T,N,GY,2018-04,0.6,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),JPN,M,N,CPI,PA,_T,N,GY,2018-05,0.7,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),JPN,M,N,CPI,PA,_T,N,GY,2018-06,0.7,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),JPN,M,N,CPI,PA,_T,N,GY,2018-07,0.9,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),JPN,M,N,CPI,PA,_T,N,GY,2018-08,1.3,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),JPN,M,N,CPI,PA,_T,N,GY,2018-09,1.2,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),JPN,M,N,CPI,PA,_T,N,GY,2018-10,1.4,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),JPN,M,N,CPI,PA,_T,N,GY,2018-11,0.8,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),JPN,M,N,CPI,PA,_T,N,GY,2018-12,0.3,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),JPN,M,N,CPI,PA,_T,N,GY,2019-01,0.2,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),JPN,M,N,CPI,PA,_T,N,GY,2019-02,0.2,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),JPN,M,N,CPI,PA,_T,N,GY,2019-03,0.5,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),JPN,M,N,CPI,PA,_T,N,GY,2019-04,0.9,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),JPN,M,N,CPI,PA,_T,N,GY,2019-05,0.7,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),JPN,M,N,CPI,PA,_T,N,GY,2019-06,0.7,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),JPN,M,N,CPI,PA,_T,N,GY,2019-07,0.5,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),JPN,M,N,CPI,PA,_T,N,GY,2019-08,0.3,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),JPN,M,N,CPI,PA,_T,N,GY,2019-09,0.2,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),JPN,M,N,CPI,PA,_T,N,GY,2019-10,0.2,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),JPN,M,N,CPI,PA,_T,N,GY,2019-11,0.5,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),JPN,M,N,CPI,PA,_T,N,GY,2019-12,0.8,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),JPN,M,N,CPI,PA,_T,N,GY,2020-01,0.7,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),JPN,M,N,CPI,PA,_T,N,GY,2020-02,0.4,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),JPN,M,N,CPI,PA,_T,N,GY,2020-03,0.4,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),JPN,M,N,CPI,PA,_T,N,GY,2020-04,0.1,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),JPN,M,N,CPI,PA,_T,N,GY,2020-05,0.1,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),JPN,M,N,CPI,PA,_T,N,GY,2020-06,0.1,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),JPN,M,N,CPI,PA,_T,N,GY,2020-07,0.3,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),JPN,M,N,CPI,PA,_T,N,GY,2020-08,0.2,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),JPN,M,N,CPI,PA,_T,N,GY,2020-10,-0.4,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),JPN,M,N,CPI,PA,_T,N,GY,2020-11,-0.9,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),JPN,M,N,CPI,PA,_T,N,GY,2020-12,-1.2,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),JPN,M,N,CPI,PA,_T,N,GY,2021-01,-0.7,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),JPN,M,N,CPI,PA,_T,N,GY,2021-02,-0.5,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),JPN,M,N,CPI,PA,_T,N,GY,2021-03,-0.4,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),JPN,M,N,CPI,PA,_T,N,GY,2021-04,-1.1,A,0,,,1
OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),JPN,M,N,CPI,PA,_T,N,GY,2021-05,-0.8,A,0,,,1
