date,period,actual,prediction,response,lower_80,upper_80,lower_95,upper_95,actual_log,counterfactual_log,war_premium_usd_bbl,war_stage,model,horizon,specification,sample_start,sample_end
2026-06-04,2026-06,98.98,71.80618382545471,27.173816174545294,59.337899858254424,86.89434657936805,53.639508512116294,96.12556450643666,4.59491780952374,4.273970598048285,27.173816174545294,E2_disruption,AR3_plus_USD_counterfactual,65,trained 2024-01-01 to 2026-02-27,2024-01-01,2026-02-27
2026-06-05,2026-06,97.29,71.96790937436676,25.32209062563325,59.38468979160651,87.21742923795024,53.64028918574597,96.55764460519352,4.577696208987336,4.2762203165270956,25.32209062563325,E2_disruption,AR3_plus_USD_counterfactual,66,trained 2024-01-01 to 2026-02-27,2024-01-01,2026-02-27
2026-06-08,2026-06,97.46,71.96003696485454,25.499963035145456,59.29213027847976,87.33447247825892,53.515576510596446,96.76148997400611,4.57944203741536,4.276110922768339,25.499963035145456,E2_disruption,AR3_plus_USD_counterfactual,67,trained 2024-01-01 to 2026-02-27,2024-01-01,2026-02-27
2026-06-09,2026-06,94.15,71.95808398196104,22.191916018038967,59.20522312008582,87.45792309324636,53.396426274552745,96.97214236269278,4.544889255103161,4.27608378257389,22.191916018038967,E2_disruption,AR3_plus_USD_counterfactual,68,trained 2024-01-01 to 2026-02-27,2024-01-01,2026-02-27
2026-06-10,2026-06,95.73,71.94101466913033,23.78898533086968,59.1066473013263,87.56222570431414,53.26720814472085,97.16126997988636,4.561531728958262,4.275846542548472,23.78898533086968,E2_disruption,AR3_plus_USD_counterfactual,69,trained 2024-01-01 to 2026-02-27,2024-01-01,2026-02-27
2026-06-11,2026-06,92.84,71.98649377547342,20.853506224526583,59.06015804205584,87.74198136070362,53.185350618334766,97.43388406468164,4.530877581406236,4.276478514967758,20.853506224526583,E2_disruption,AR3_plus_USD_counterfactual,70,trained 2024-01-01 to 2026-02-27,2024-01-01,2026-02-27
2026-06-12,2026-06,88.64,71.8604184045995,16.7795815954005,58.87372678945743,87.71178613766318,52.97794207197927,97.4730148307397,4.484583222998974,4.274725604164936,16.7795815954005,E2_disruption,AR3_plus_USD_counterfactual,71,trained 2024-01-01 to 2026-02-27,2024-01-01,2026-02-27
2026-06-15,2026-06,84.36,71.82270649939478,12.537293500605216,58.760576709237895,87.78847073648998,52.83698313913913,97.63050163772571,4.435093355610574,4.274200672568468,12.537293500605216,E2_disruption,AR3_plus_USD_counterfactual,72,trained 2024-01-01 to 2026-02-27,2024-01-01,2026-02-27
2026-06-16,2026-06,80.5,71.80072751983572,8.699272480164282,58.661049453129856,87.88360454575249,52.708714430317556,97.80819980334003,4.388257184424518,4.273894608591085,8.699272480164282,E2_disruption,AR3_plus_USD_counterfactual,73,trained 2024-01-01 to 2026-02-27,2024-01-01,2026-02-27
2026-06-17,2026-06,80.33,71.8348899136365,8.495110086363496,58.60804475517868,88.04681047559275,52.622641090392854,98.06142949078183,4.386143150185721,4.274370289972283,8.495110086363496,E3_easing,AR3_plus_USD_counterfactual,74,trained 2024-01-01 to 2026-02-27,2024-01-01,2026-02-27
2026-06-18,2026-06,79.35,72.05225711112028,7.297742888879711,58.70488564514351,88.43433894392507,52.67136862689744,98.56451218463019,4.373868446972418,4.2773916489655415,7.297742888879711,E3_easing,AR3_plus_USD_counterfactual,75,trained 2024-01-01 to 2026-02-27,2024-01-01,2026-02-27
2026-06-19,2026-06,80.46,72.06466037460339,8.395339625396602,58.63511875015774,88.57004787583827,52.570875305507336,98.78692802291766,4.387760166521642,4.277563776759143,8.395339625396602,E3_easing,AR3_plus_USD_counterfactual,76,trained 2024-01-01 to 2026-02-27,2024-01-01,2026-02-27
2026-06-22,2026-06,76.49,72.08010520815589,4.40989479184411,58.56842724530568,88.70891384974401,52.473502732179966,99.01266918155622,4.337160013333775,4.277778072901624,4.40989479184411,E3_easing,AR3_plus_USD_counterfactual,77,trained 2024-01-01 to 2026-02-27,2024-01-01,2026-02-27
2026-06-23,2026-06,75.69,72.1790185928145,3.510981407185497,58.57005199912007,88.9500785333114,52.437648706448336,99.35248535240294,4.326646051321076,4.279149402458512,3.510981407185497,E3_easing,AR3_plus_USD_counterfactual,78,trained 2024-01-01 to 2026-02-27,2024-01-01,2026-02-27
2026-06-24,2026-06,72.09,72.25969174674265,-0.1696917467426431,58.557288283638435,89.16845715332079,52.38918443277932,99.66681306203455,4.277915338416487,4.280266459819759,-0.1696917467426431,E3_easing,AR3_plus_USD_counterfactual,79,trained 2024-01-01 to 2026-02-27,2024-01-01,2026-02-27
2026-06-25,2026-06,73.74,72.19561825701642,1.5443817429835747,58.42780426056634,89.20765312809517,52.23664352201322,99.78067012127893,4.300545392805998,4.27937935509614,1.5443817429835747,E3_easing,AR3_plus_USD_counterfactual,80,trained 2024-01-01 to 2026-02-27,2024-01-01,2026-02-27
2026-06-26,2026-06,70.16,72.16067366212758,-2.000673662127582,58.322585422207645,89.28209861885388,52.10619770648173,99.93365573716252,4.250778348063927,4.278895211383291,-2.000673662127582,E3_easing,AR3_plus_USD_counterfactual,81,trained 2024-01-01 to 2026-02-27,2024-01-01,2026-02-27
2026-06-29,2026-06,71.59,72.16746227322925,-0.5774622732292443,58.25170068998462,89.40756320018342,52.006784990313385,100.14352188715414,4.270955399408094,4.278989283284971,-0.5774622732292443,E3_easing,AR3_plus_USD_counterfactual,82,trained 2024-01-01 to 2026-02-27,2024-01-01,2026-02-27
2026-06-30,2026-06,70.46,72.16565171147556,-1.7056517114755678,58.174433010875894,89.52182285933694,51.902009211034205,100.34064896730082,4.255045172913092,4.278964194631317,-1.7056517114755678,E3_easing,AR3_plus_USD_counterfactual,83,trained 2024-01-01 to 2026-02-27,2024-01-01,2026-02-27
