outcome,buffer,horizon,estimate,std_error,lower_80,upper_80,lower_95,upper_95,pvalue,shock,model,specification,sample_start,sample_end,countries,n,identification_note
cpi,oil_import_dependency,10,0.01082318779696149,0.03769868432882584,-0.03748962012361696,0.059135995717539934,-0.06306487575208168,0.08471125134600467,0.7740948995135615,oil_specific_risk_shock,buffer_interaction_panel_LP_time_FE,"country FE, full year-month FE, shock x lagged annual buffer; common shock level absorbed by time FE",2011-01,2025-08,7,1226,continuous lagged annual buffer interaction
cpi,oil_import_dependency,11,0.018913359962081457,0.040278048382355096,-0.03270503599940687,0.07053175592356979,-0.06003016423489631,0.09785688415905923,0.6387610370814574,oil_specific_risk_shock,buffer_interaction_panel_LP_time_FE,"country FE, full year-month FE, shock x lagged annual buffer; common shock level absorbed by time FE",2011-01,2025-07,7,1219,continuous lagged annual buffer interaction
cpi,oil_import_dependency,12,0.011783908882786366,0.041544646081298604,-0.041457697342698205,0.06502551510827094,-0.06964210118702199,0.09320991895259473,0.7767398059600348,oil_specific_risk_shock,buffer_interaction_panel_LP_time_FE,"country FE, full year-month FE, shock x lagged annual buffer; common shock level absorbed by time FE",2011-01,2025-06,7,1212,continuous lagged annual buffer interaction
cpi,oil_intensity,0,-0.03271773418200062,0.0669469223000387,-0.11851366726400793,0.05307819890000669,-0.16393129076587787,0.09849582240187661,0.6251455140969293,oil_specific_risk_shock,buffer_interaction_panel_LP_time_FE,"country FE, full year-month FE, shock x lagged annual buffer; common shock level absorbed by time FE",2011-01,2026-03,7,1264,continuous lagged annual buffer interaction
cpi,oil_intensity,1,-0.013803811732252463,0.061422849205958335,-0.09252036029235829,0.06491273682785335,-0.13419038400376546,0.10658276053926052,0.8222288061592493,oil_specific_risk_shock,buffer_interaction_panel_LP_time_FE,"country FE, full year-month FE, shock x lagged annual buffer; common shock level absorbed by time FE",2011-01,2026-03,7,1263,continuous lagged annual buffer interaction
cpi,oil_intensity,2,-0.01965308612607108,0.05823621034745712,-0.09428579266823942,0.05497962041609725,-0.13379396100318586,0.0944877887510437,0.7358270529384261,oil_specific_risk_shock,buffer_interaction_panel_LP_time_FE,"country FE, full year-month FE, shock x lagged annual buffer; common shock level absorbed by time FE",2011-01,2026-03,7,1263,continuous lagged annual buffer interaction
cpi,oil_intensity,3,-0.007411562361509027,0.05868844350139863,-0.08262382901010228,0.06780070428708422,-0.12243879793296412,0.10761567320994607,0.8995286998392666,oil_specific_risk_shock,buffer_interaction_panel_LP_time_FE,"country FE, full year-month FE, shock x lagged annual buffer; common shock level absorbed by time FE",2011-01,2026-03,7,1263,continuous lagged annual buffer interaction
cpi,oil_intensity,4,-0.022328949668003605,0.058489966310712634,-0.0972868575621483,0.0526289582261411,-0.13696717709396147,0.09230927775795425,0.7027175423353968,oil_specific_risk_shock,buffer_interaction_panel_LP_time_FE,"country FE, full year-month FE, shock x lagged annual buffer; common shock level absorbed by time FE",2011-01,2026-02,7,1256,continuous lagged annual buffer interaction
cpi,oil_intensity,5,-0.046162554888385145,0.06152800221652156,-0.1250138624538,0.032688752677029705,-0.16675522327346803,0.07443011349669773,0.4532587156997663,oil_specific_risk_shock,buffer_interaction_panel_LP_time_FE,"country FE, full year-month FE, shock x lagged annual buffer; common shock level absorbed by time FE",2011-01,2026-01,7,1249,continuous lagged annual buffer interaction
cpi,oil_intensity,6,-0.04343123644529067,0.053972056956413564,-0.11259921053344482,0.025736737642863473,-0.14921452425140574,0.0623520513608244,0.42117460867512957,oil_specific_risk_shock,buffer_interaction_panel_LP_time_FE,"country FE, full year-month FE, shock x lagged annual buffer; common shock level absorbed by time FE",2011-01,2025-12,7,1242,continuous lagged annual buffer interaction
cpi,oil_intensity,7,-0.016834679424049592,0.05122797507101497,-0.08248597107598858,0.0488166122278894,-0.11723966556415465,0.08357030671605546,0.7425062943450667,oil_specific_risk_shock,buffer_interaction_panel_LP_time_FE,"country FE, full year-month FE, shock x lagged annual buffer; common shock level absorbed by time FE",2011-01,2025-09,7,1235,continuous lagged annual buffer interaction
cpi,oil_intensity,8,-0.05119163038653141,0.05227651010237448,-0.11818667374943756,0.015803412976374727,-0.1536517074246297,0.05126844665156687,0.32768337667043634,oil_specific_risk_shock,buffer_interaction_panel_LP_time_FE,"country FE, full year-month FE, shock x lagged annual buffer; common shock level absorbed by time FE",2011-01,2025-09,7,1234,continuous lagged annual buffer interaction
cpi,oil_intensity,9,-0.051593821046569684,0.05159493552823418,-0.11771539144695092,0.014527749353811549,-0.15271803646657475,0.04953039437343538,0.31755156943260454,oil_specific_risk_shock,buffer_interaction_panel_LP_time_FE,"country FE, full year-month FE, shock x lagged annual buffer; common shock level absorbed by time FE",2011-01,2025-09,7,1233,continuous lagged annual buffer interaction
cpi,oil_intensity,10,-0.034868468301215816,0.04463271818470423,-0.09206759816533448,0.02233066156290285,-0.12234698847536206,0.05261005187293043,0.43484386019666776,oil_specific_risk_shock,buffer_interaction_panel_LP_time_FE,"country FE, full year-month FE, shock x lagged annual buffer; common shock level absorbed by time FE",2011-01,2025-08,7,1226,continuous lagged annual buffer interaction
cpi,oil_intensity,11,-0.06050104221667443,0.04466586878568275,-0.11774265628537586,-0.0032594281479730036,-0.14804453637480441,0.02704245194145556,0.17586394220245838,oil_specific_risk_shock,buffer_interaction_panel_LP_time_FE,"country FE, full year-month FE, shock x lagged annual buffer; common shock level absorbed by time FE",2011-01,2025-07,7,1219,continuous lagged annual buffer interaction
cpi,oil_intensity,12,-0.03802195840197453,0.045935594634726115,-0.09689079162032993,0.020846874816380867,-0.12805406949446907,0.05201015269051999,0.4080188113195624,oil_specific_risk_shock,buffer_interaction_panel_LP_time_FE,"country FE, full year-month FE, shock x lagged annual buffer; common shock level absorbed by time FE",2011-01,2025-06,7,1212,continuous lagged annual buffer interaction
cpi,import_source_hhi,0,-0.00621722419793447,0.04870084493504675,-0.06862986826778845,0.05619541987191951,-0.101669126287296,0.08923467789142707,0.8984406922952286,oil_specific_risk_shock,buffer_interaction_panel_LP_time_FE,"country FE, full year-month FE, shock x lagged annual buffer; common shock level absorbed by time FE",2011-01,2026-03,7,1264,continuous lagged annual buffer interaction
cpi,import_source_hhi,1,-0.018387948218112644,0.04495480106625129,-0.07599984390331306,0.039223947467087766,-0.106497739240128,0.06972184280390271,0.6825977177345894,oil_specific_risk_shock,buffer_interaction_panel_LP_time_FE,"country FE, full year-month FE, shock x lagged annual buffer; common shock level absorbed by time FE",2011-01,2026-03,7,1263,continuous lagged annual buffer interaction
cpi,import_source_hhi,2,-0.025175968421904005,0.04160820721169445,-0.07849903151355515,0.028147094669747144,-0.10672655601810487,0.056374619174296856,0.545258743059317,oil_specific_risk_shock,buffer_interaction_panel_LP_time_FE,"country FE, full year-month FE, shock x lagged annual buffer; common shock level absorbed by time FE",2011-01,2026-03,7,1263,continuous lagged annual buffer interaction
cpi,import_source_hhi,3,-0.025183687691495194,0.038681773852804094,-0.07475637553059847,0.024389000147608083,-0.10099857130111438,0.050631195918124,0.515154701751039,oil_specific_risk_shock,buffer_interaction_panel_LP_time_FE,"country FE, full year-month FE, shock x lagged annual buffer; common shock level absorbed by time FE",2011-01,2026-03,7,1263,continuous lagged annual buffer interaction
cpi,import_source_hhi,4,-0.024887352414241136,0.03660437531884032,-0.07179774690988308,0.022023042081400802,-0.09663060971575502,0.04685590488727274,0.4967143344433971,oil_specific_risk_shock,buffer_interaction_panel_LP_time_FE,"country FE, full year-month FE, shock x lagged annual buffer; common shock level absorbed by time FE",2011-01,2026-02,7,1256,continuous lagged annual buffer interaction
cpi,import_source_hhi,5,-0.029393155366998776,0.03370109541156555,-0.07258284695225856,0.013796536218261005,-0.09544608861321532,0.03665977787921778,0.38331144497878333,oil_specific_risk_shock,buffer_interaction_panel_LP_time_FE,"country FE, full year-month FE, shock x lagged annual buffer; common shock level absorbed by time FE",2011-01,2026-01,7,1249,continuous lagged annual buffer interaction
cpi,import_source_hhi,6,-0.038030590899565495,0.032829450523639246,-0.08010322461410438,0.004042042814973383,-0.10237513155813803,0.02631394975900704,0.24695063078792767,oil_specific_risk_shock,buffer_interaction_panel_LP_time_FE,"country FE, full year-month FE, shock x lagged annual buffer; common shock level absorbed by time FE",2011-01,2025-12,7,1242,continuous lagged annual buffer interaction
cpi,import_source_hhi,7,-0.04495540801225976,0.03000634442975119,-0.0834100856924779,-0.00650073033204162,-0.10376676240227616,0.01385594637775664,0.13438241030553932,oil_specific_risk_shock,buffer_interaction_panel_LP_time_FE,"country FE, full year-month FE, shock x lagged annual buffer; common shock level absorbed by time FE",2011-01,2025-09,7,1235,continuous lagged annual buffer interaction
cpi,import_source_hhi,8,-0.03727388617235672,0.028449808142419535,-0.07373378233671798,-0.0008139900079954451,-0.09303448549857338,0.018486713153859947,0.19042723586741572,oil_specific_risk_shock,buffer_interaction_panel_LP_time_FE,"country FE, full year-month FE, shock x lagged annual buffer; common shock level absorbed by time FE",2011-01,2025-09,7,1234,continuous lagged annual buffer interaction
cpi,import_source_hhi,9,-0.026736467344567548,0.029531331592828638,-0.06458239157997381,0.011109456890838712,-0.08461681368202155,0.031143878992886453,0.3654829303685012,oil_specific_risk_shock,buffer_interaction_panel_LP_time_FE,"country FE, full year-month FE, shock x lagged annual buffer; common shock level absorbed by time FE",2011-01,2025-09,7,1233,continuous lagged annual buffer interaction
cpi,import_source_hhi,10,-0.0436300362284843,0.028151405450946583,-0.0797075139564257,-0.007552558500542907,-0.09880577702652416,0.011545704569555566,0.12148446047711658,oil_specific_risk_shock,buffer_interaction_panel_LP_time_FE,"country FE, full year-month FE, shock x lagged annual buffer; common shock level absorbed by time FE",2011-01,2025-08,7,1226,continuous lagged annual buffer interaction
cpi,import_source_hhi,11,-0.047329786975210876,0.026289776870694986,-0.08102149168166825,-0.013638082268753494,-0.09885680280336717,0.00419722885294542,0.07210198426575931,oil_specific_risk_shock,buffer_interaction_panel_LP_time_FE,"country FE, full year-month FE, shock x lagged annual buffer; common shock level absorbed by time FE",2011-01,2025-07,7,1219,continuous lagged annual buffer interaction
cpi,import_source_hhi,12,-0.019783278631244787,0.027620465206719298,-0.05518032905798607,0.015613771795496494,-0.07391839567265626,0.034351838410166695,0.4739965027933959,oil_specific_risk_shock,buffer_interaction_panel_LP_time_FE,"country FE, full year-month FE, shock x lagged annual buffer; common shock level absorbed by time FE",2011-01,2025-06,7,1212,continuous lagged annual buffer interaction
ip,fuel_price_regulation,0,-0.6445781606213625,0.7811065985086004,-1.645606544797277,0.3564502235545519,-2.175518961784807,0.8863626405420821,0.40943913231503215,oil_specific_risk_shock,buffer_interaction_panel_LP_time_FE,"country FE, full year-month FE, shock x lagged annual buffer; common shock level absorbed by time FE",2011-01,2026-03,7,1237,MECHANISM_ONLY_single_strong_treatment_country
ip,fuel_price_regulation,1,-2.065336564301838,1.1205355366822563,-3.5013606355853426,-0.6293124930183336,-4.261545859596321,0.13087273099264474,0.06559037961288383,oil_specific_risk_shock,buffer_interaction_panel_LP_time_FE,"country FE, full year-month FE, shock x lagged annual buffer; common shock level absorbed by time FE",2011-01,2026-03,7,1222,MECHANISM_ONLY_single_strong_treatment_country
ip,fuel_price_regulation,2,-1.575950440454033,0.7344680847518287,-2.5172091643102834,-0.6346917165977827,-3.015481434361729,-0.13641944654633664,0.03213216269140795,oil_specific_risk_shock,buffer_interaction_panel_LP_time_FE,"country FE, full year-month FE, shock x lagged annual buffer; common shock level absorbed by time FE",2011-01,2026-03,7,1208,MECHANISM_ONLY_single_strong_treatment_country
ip,fuel_price_regulation,3,-0.6673966386432004,0.46243427985986507,-1.2600300139591005,-0.07476326332730043,-1.573751172385252,0.23895789509885124,0.14926568744659585,oil_specific_risk_shock,buffer_interaction_panel_LP_time_FE,"country FE, full year-month FE, shock x lagged annual buffer; common shock level absorbed by time FE",2011-01,2026-03,7,1203,MECHANISM_ONLY_single_strong_treatment_country
ip,fuel_price_regulation,4,-0.6971669272751919,0.5430713148619305,-1.3931408210388634,-0.001193033511520336,-1.7615671454413875,0.36723329089100365,0.1995247289560924,oil_specific_risk_shock,buffer_interaction_panel_LP_time_FE,"country FE, full year-month FE, shock x lagged annual buffer; common shock level absorbed by time FE",2011-01,2026-01,7,1195,MECHANISM_ONLY_single_strong_treatment_country
ip,fuel_price_regulation,5,-0.2770335858008349,0.4923673173484952,-0.908027692171794,0.35396052057012417,-1.242055794968489,0.687988623366819,0.5737946636281799,oil_specific_risk_shock,buffer_interaction_panel_LP_time_FE,"country FE, full year-month FE, shock x lagged annual buffer; common shock level absorbed by time FE",2011-01,2025-12,7,1188,MECHANISM_ONLY_single_strong_treatment_country
ip,fuel_price_regulation,6,-0.6475094322544193,0.31119313464583664,-1.0463194811465228,-0.24869938336231567,-1.2574367683963827,-0.037582096112455776,0.03771304332131553,oil_specific_risk_shock,buffer_interaction_panel_LP_time_FE,"country FE, full year-month FE, shock x lagged annual buffer; common shock level absorbed by time FE",2011-01,2025-12,7,1183,MECHANISM_ONLY_single_strong_treatment_country
ip,fuel_price_regulation,7,-0.338637769146995,0.2770525695898905,-0.6936949234430735,0.016419385149083476,-0.8816508273674575,0.20437528907346741,0.22188768546472692,oil_specific_risk_shock,buffer_interaction_panel_LP_time_FE,"country FE, full year-month FE, shock x lagged annual buffer; common shock level absorbed by time FE",2011-01,2025-09,7,1182,MECHANISM_ONLY_single_strong_treatment_country
ip,fuel_price_regulation,8,-0.061086312200703395,0.5192472689902943,-0.7265284626799732,0.6043558382785664,-1.0787922584924619,0.956619634091055,0.9063734560396437,oil_specific_risk_shock,buffer_interaction_panel_LP_time_FE,"country FE, full year-month FE, shock x lagged annual buffer; common shock level absorbed by time FE",2011-01,2025-09,7,1181,MECHANISM_ONLY_single_strong_treatment_country
ip,fuel_price_regulation,9,-0.11342004287791342,0.3347587962432185,-0.542430702283236,0.31559061652740916,-0.769535227022604,0.5426951412667772,0.7348237079495461,oil_specific_risk_shock,buffer_interaction_panel_LP_time_FE,"country FE, full year-month FE, shock x lagged annual buffer; common shock level absorbed by time FE",2011-01,2025-09,7,1175,MECHANISM_ONLY_single_strong_treatment_country
ip,fuel_price_regulation,10,-0.1628161565304619,0.5780664439061913,-0.9036381127072413,0.5780057996463175,-1.2958055672577404,0.9701732541968165,0.7782660928377527,oil_specific_risk_shock,buffer_interaction_panel_LP_time_FE,"country FE, full year-month FE, shock x lagged annual buffer; common shock level absorbed by time FE",2011-01,2025-08,7,1168,MECHANISM_ONLY_single_strong_treatment_country
ip,fuel_price_regulation,11,-0.6314019392058621,0.48587473762713645,-1.2540754698704908,-0.008728408541233357,-1.5836989259528977,0.3208950475411736,0.19406885654722972,oil_specific_risk_shock,buffer_interaction_panel_LP_time_FE,"country FE, full year-month FE, shock x lagged annual buffer; common shock level absorbed by time FE",2011-01,2025-07,7,1174,MECHANISM_ONLY_single_strong_treatment_country
ip,fuel_price_regulation,12,0.675553879337645,0.5672841464602171,-0.05145000666707855,1.4025577653423684,-0.43630261672492576,1.7874103754002157,0.23399232570981976,oil_specific_risk_shock,buffer_interaction_panel_LP_time_FE,"country FE, full year-month FE, shock x lagged annual buffer; common shock level absorbed by time FE",2011-01,2025-06,7,1182,MECHANISM_ONLY_single_strong_treatment_country
ip,oil_import_dependency,0,0.07314326372730226,0.21457426981250796,-0.20184472767650682,0.3481312551311113,-0.34741457711419343,0.493701104568798,0.7332650334697761,oil_specific_risk_shock,buffer_interaction_panel_LP_time_FE,"country FE, full year-month FE, shock x lagged annual buffer; common shock level absorbed by time FE",2011-01,2026-03,7,1237,continuous lagged annual buffer interaction
ip,oil_import_dependency,1,0.569818558525076,0.337785099212655,0.1369295358114599,1.002707581238692,-0.09222807044601677,1.2318651874961688,0.09191915701461872,oil_specific_risk_shock,buffer_interaction_panel_LP_time_FE,"country FE, full year-month FE, shock x lagged annual buffer; common shock level absorbed by time FE",2011-01,2026-03,7,1222,continuous lagged annual buffer interaction
ip,oil_import_dependency,2,0.47166268408254064,0.2600292370431493,0.1384218082625247,0.8049035599025566,-0.03798525544946041,0.9813106236145417,0.06998943593881579,oil_specific_risk_shock,buffer_interaction_panel_LP_time_FE,"country FE, full year-month FE, shock x lagged annual buffer; common shock level absorbed by time FE",2011-01,2026-03,7,1208,continuous lagged annual buffer interaction
ip,oil_import_dependency,3,0.16864305281826444,0.16607094030754163,-0.044185420724329405,0.3814715263608583,-0.1568500090632183,0.49413611469974716,0.3101152449290068,oil_specific_risk_shock,buffer_interaction_panel_LP_time_FE,"country FE, full year-month FE, shock x lagged annual buffer; common shock level absorbed by time FE",2011-01,2026-03,7,1203,continuous lagged annual buffer interaction
ip,oil_import_dependency,4,0.21886921902016096,0.1596710910223506,0.01424248234825315,0.42349595569206877,-0.09408036875586298,0.5318188067961849,0.1707575987634602,oil_specific_risk_shock,buffer_interaction_panel_LP_time_FE,"country FE, full year-month FE, shock x lagged annual buffer; common shock level absorbed by time FE",2011-01,2026-01,7,1195,continuous lagged annual buffer interaction
ip,oil_import_dependency,5,0.08692487926086949,0.16778348995830952,-0.12809831496773882,0.3019480734894778,-0.241924718257855,0.415774476779594,0.6045183368843852,oil_specific_risk_shock,buffer_interaction_panel_LP_time_FE,"country FE, full year-month FE, shock x lagged annual buffer; common shock level absorbed by time FE",2011-01,2025-12,7,1188,continuous lagged annual buffer interaction
ip,oil_import_dependency,6,0.2058747682545161,0.10024005702666813,0.07741196624170951,0.3343375702673227,0.009407866674005366,0.40234166983502684,0.040253467535984466,oil_specific_risk_shock,buffer_interaction_panel_LP_time_FE,"country FE, full year-month FE, shock x lagged annual buffer; common shock level absorbed by time FE",2011-01,2025-12,7,1183,continuous lagged annual buffer interaction
ip,oil_import_dependency,7,0.09087572541400009,0.096558687336109,-0.032869211508521984,0.21462066233652216,-0.09837582415923739,0.28012727498723755,0.3468583039748947,oil_specific_risk_shock,buffer_interaction_panel_LP_time_FE,"country FE, full year-month FE, shock x lagged annual buffer; common shock level absorbed by time FE",2011-01,2025-09,7,1182,continuous lagged annual buffer interaction
ip,oil_import_dependency,8,-0.01298207124794988,0.18340635882072123,-0.2480267775254799,0.22206263502958012,-0.37245192907219354,0.3464877865762938,0.9435845749056897,oil_specific_risk_shock,buffer_interaction_panel_LP_time_FE,"country FE, full year-month FE, shock x lagged annual buffer; common shock level absorbed by time FE",2011-01,2025-09,7,1181,continuous lagged annual buffer interaction
ip,oil_import_dependency,9,0.02578339564810724,0.11330940209283508,-0.11942844599488818,0.17099523729110266,-0.19629895156361693,0.24786574285983143,0.8200441198044124,oil_specific_risk_shock,buffer_interaction_panel_LP_time_FE,"country FE, full year-month FE, shock x lagged annual buffer; common shock level absorbed by time FE",2011-01,2025-09,7,1175,continuous lagged annual buffer interaction
ip,oil_import_dependency,10,-0.020643924171684373,0.1769591608759774,-0.247426213829752,0.20613836548638326,-0.3674775062230295,0.32618965787966075,0.9071538587967924,oil_specific_risk_shock,buffer_interaction_panel_LP_time_FE,"country FE, full year-month FE, shock x lagged annual buffer; common shock level absorbed by time FE",2011-01,2025-08,7,1168,continuous lagged annual buffer interaction
ip,oil_import_dependency,11,0.19107208845258802,0.16743445945630575,-0.023503805189754534,0.4056479820949306,-0.13709342185270315,0.5192375987578792,0.2540723410310002,oil_specific_risk_shock,buffer_interaction_panel_LP_time_FE,"country FE, full year-month FE, shock x lagged annual buffer; common shock level absorbed by time FE",2011-01,2025-07,7,1174,continuous lagged annual buffer interaction
ip,oil_import_dependency,12,-0.11538804838657998,0.12898129886631063,-0.28068423387467634,0.0499081371015164,-0.3681867488437457,0.13741065207058575,0.37121028859907,oil_specific_risk_shock,buffer_interaction_panel_LP_time_FE,"country FE, full year-month FE, shock x lagged annual buffer; common shock level absorbed by time FE",2011-01,2025-06,7,1182,continuous lagged annual buffer interaction
ip,oil_intensity,0,-0.5545597554831095,0.5036511154107868,-1.2000146309260875,0.09089511995986843,-1.5416978024616776,0.4325782914954587,0.27111478468708516,oil_specific_risk_shock,buffer_interaction_panel_LP_time_FE,"country FE, full year-month FE, shock x lagged annual buffer; common shock level absorbed by time FE",2011-01,2026-03,7,1237,continuous lagged annual buffer interaction
ip,oil_intensity,1,-0.9007876525165806,0.6380682521969119,-1.7185050200438399,-0.08307028498932123,-2.151378446500948,0.3498031414677869,0.15832683455187513,oil_specific_risk_shock,buffer_interaction_panel_LP_time_FE,"country FE, full year-month FE, shock x lagged annual buffer; common shock level absorbed by time FE",2011-01,2026-03,7,1222,continuous lagged annual buffer interaction
ip,oil_intensity,2,-0.46562524793072163,0.4040479453342014,-0.9834335248288466,0.05218302896740329,-1.257544668813165,0.32629417295172175,0.2494263488634636,oil_specific_risk_shock,buffer_interaction_panel_LP_time_FE,"country FE, full year-month FE, shock x lagged annual buffer; common shock level absorbed by time FE",2011-01,2026-03,7,1208,continuous lagged annual buffer interaction
ip,oil_intensity,3,-0.2304232300350018,0.25357809879730087,-0.5553966395365061,0.09455017946650246,-0.7274271709458511,0.2665807108758475,0.36373084787496435,oil_specific_risk_shock,buffer_interaction_panel_LP_time_FE,"country FE, full year-month FE, shock x lagged annual buffer; common shock level absorbed by time FE",2011-01,2026-03,7,1203,continuous lagged annual buffer interaction
ip,oil_intensity,4,-0.2528361027252918,0.2816394780150929,-0.6137716166946982,0.1080994112441146,-0.8048393362595343,0.29916713080895074,0.36954386798002514,oil_specific_risk_shock,buffer_interaction_panel_LP_time_FE,"country FE, full year-month FE, shock x lagged annual buffer; common shock level absorbed by time FE",2011-01,2026-01,7,1195,continuous lagged annual buffer interaction
ip,oil_intensity,5,-0.10229922869551408,0.18409712817793578,-0.3382291915242126,0.13363073413318446,-0.4631229695815221,0.258524512190494,0.5785530466703559,oil_specific_risk_shock,buffer_interaction_panel_LP_time_FE,"country FE, full year-month FE, shock x lagged annual buffer; common shock level absorbed by time FE",2011-01,2025-12,7,1188,continuous lagged annual buffer interaction
ip,oil_intensity,6,-0.19820470403619278,0.19306065233616007,-0.44562188528266056,0.04921247721027497,-0.5765966294468752,0.18018722137448961,0.3048365400875892,oil_specific_risk_shock,buffer_interaction_panel_LP_time_FE,"country FE, full year-month FE, shock x lagged annual buffer; common shock level absorbed by time FE",2011-01,2025-12,7,1183,continuous lagged annual buffer interaction
ip,oil_intensity,7,-0.2259717258165604,0.16274238049196094,-0.43453447831648795,-0.017408973316632825,-0.5449409303391177,0.09299747870599695,0.16528731453822543,oil_specific_risk_shock,buffer_interaction_panel_LP_time_FE,"country FE, full year-month FE, shock x lagged annual buffer; common shock level absorbed by time FE",2011-01,2025-09,7,1182,continuous lagged annual buffer interaction
ip,oil_intensity,8,-0.027332288576380575,0.2088465736618292,-0.2949799420113235,0.24031536485856234,-0.43666405124815727,0.3819994740953961,0.8959025130321894,oil_specific_risk_shock,buffer_interaction_panel_LP_time_FE,"country FE, full year-month FE, shock x lagged annual buffer; common shock level absorbed by time FE",2011-01,2025-09,7,1181,continuous lagged annual buffer interaction
ip,oil_intensity,9,-0.06141817981671915,0.14822719273088591,-0.25137897071726717,0.1285426110838289,-0.35193813909873284,0.22910177946529453,0.6787062720669037,oil_specific_risk_shock,buffer_interaction_panel_LP_time_FE,"country FE, full year-month FE, shock x lagged annual buffer; common shock level absorbed by time FE",2011-01,2025-09,7,1175,continuous lagged annual buffer interaction
ip,oil_intensity,10,-0.27963195271481656,0.2717943164565768,-0.6279503844758672,0.06868647904623398,-0.8123390241723892,0.2530751187427561,0.3038090116488015,oil_specific_risk_shock,buffer_interaction_panel_LP_time_FE,"country FE, full year-month FE, shock x lagged annual buffer; common shock level absorbed by time FE",2011-01,2025-08,7,1168,continuous lagged annual buffer interaction
ip,oil_intensity,11,-0.37974633783038514,0.2431074791277982,-0.6913011083022162,-0.06819156735855408,-0.8562282412931925,0.09673556563242225,0.11859486178426404,oil_specific_risk_shock,buffer_interaction_panel_LP_time_FE,"country FE, full year-month FE, shock x lagged annual buffer; common shock level absorbed by time FE",2011-01,2025-07,7,1174,continuous lagged annual buffer interaction
ip,oil_intensity,12,0.4788698826313765,0.3624307666119002,0.014396166278366096,0.9433435989843868,-0.23148136681718984,1.1892211320799428,0.18671237520105044,oil_specific_risk_shock,buffer_interaction_panel_LP_time_FE,"country FE, full year-month FE, shock x lagged annual buffer; common shock level absorbed by time FE",2011-01,2025-06,7,1182,continuous lagged annual buffer interaction
ip,import_source_hhi,0,-0.18355235244299364,0.11197418458307123,-0.32705304399600865,-0.040051660889978635,-0.40301772142405345,0.03591301653806614,0.10146351949096566,oil_specific_risk_shock,buffer_interaction_panel_LP_time_FE,"country FE, full year-month FE, shock x lagged annual buffer; common shock level absorbed by time FE",2011-01,2026-03,7,1237,continuous lagged annual buffer interaction
ip,import_source_hhi,1,0.03406493549528313,0.11223665188914994,-0.1097721214447413,0.17790199243530758,-0.18591485995281015,0.25404473094337643,0.7615623585286531,oil_specific_risk_shock,buffer_interaction_panel_LP_time_FE,"country FE, full year-month FE, shock x lagged annual buffer; common shock level absorbed by time FE",2011-01,2026-03,7,1222,continuous lagged annual buffer interaction
ip,import_source_hhi,2,0.2624911934380432,0.12497367902853726,0.10233097942715291,0.42265140744893354,0.017547283526641533,0.5074351033494449,0.03594119614484015,oil_specific_risk_shock,buffer_interaction_panel_LP_time_FE,"country FE, full year-month FE, shock x lagged annual buffer; common shock level absorbed by time FE",2011-01,2026-03,7,1208,continuous lagged annual buffer interaction
ip,import_source_hhi,3,0.12776338362700426,0.12523875238061413,-0.03273653555322434,0.2882633028072329,-0.11770006050772938,0.3732268277617379,0.30789636389974606,oil_specific_risk_shock,buffer_interaction_panel_LP_time_FE,"country FE, full year-month FE, shock x lagged annual buffer; common shock level absorbed by time FE",2011-01,2026-03,7,1203,continuous lagged annual buffer interaction
ip,import_source_hhi,4,0.18036013305356263,0.10893873884225418,0.040749521741817424,0.3199707443653078,-0.03315587159847022,0.3938761377055955,0.09811164990576193,oil_specific_risk_shock,buffer_interaction_panel_LP_time_FE,"country FE, full year-month FE, shock x lagged annual buffer; common shock level absorbed by time FE",2011-01,2026-01,7,1195,continuous lagged annual buffer interaction
ip,import_source_hhi,5,0.13601098310336113,0.11265039950143524,-0.008356312736927884,0.28037827894365014,-0.08477974276350081,0.35680170897022306,0.22757339964791412,oil_specific_risk_shock,buffer_interaction_panel_LP_time_FE,"country FE, full year-month FE, shock x lagged annual buffer; common shock level absorbed by time FE",2011-01,2025-12,7,1188,continuous lagged annual buffer interaction
ip,import_source_hhi,6,0.21271270276267013,0.10372628550925093,0.0797821191801634,0.3456432863451768,0.009412918914419394,0.41601248661092083,0.04055575621345264,oil_specific_risk_shock,buffer_interaction_panel_LP_time_FE,"country FE, full year-month FE, shock x lagged annual buffer; common shock level absorbed by time FE",2011-01,2025-12,7,1183,continuous lagged annual buffer interaction
ip,import_source_hhi,7,0.035645485998537604,0.10643606213071802,-0.10075781605548643,0.17204878805256163,-0.17296536243393723,0.24425633443101247,0.7377705511510992,oil_specific_risk_shock,buffer_interaction_panel_LP_time_FE,"country FE, full year-month FE, shock x lagged annual buffer; common shock level absorbed by time FE",2011-01,2025-09,7,1182,continuous lagged annual buffer interaction
ip,import_source_hhi,8,0.034233535722711435,0.08422221094526267,-0.07370157056781751,0.1421686420132404,-0.13083896442833853,0.1993060358737614,0.6844868511668691,oil_specific_risk_shock,buffer_interaction_panel_LP_time_FE,"country FE, full year-month FE, shock x lagged annual buffer; common shock level absorbed by time FE",2011-01,2025-09,7,1181,continuous lagged annual buffer interaction
ip,import_source_hhi,9,0.08040083839988796,0.09158451845198633,-0.03696944460190346,0.19777112140167938,-0.09910151930744926,0.2599031961072252,0.38021794367465866,oil_specific_risk_shock,buffer_interaction_panel_LP_time_FE,"country FE, full year-month FE, shock x lagged annual buffer; common shock level absorbed by time FE",2011-01,2025-09,7,1175,continuous lagged annual buffer interaction
