sample_split,scenario_id,strategy,month_index,period,fuel_price_cny_t,actual_adjustment_cny_t,fuel_log_return,cumulative_deferred_gap_cny_t,PPI_response_pctpt,CPI_response_pctpt,IAV_response_pctpt,PPI_lower_95,PPI_upper_95,CPI_lower_95,CPI_upper_95,IAV_lower_95,IAV_upper_95
war_2026,HOLDOUT_2026-01,temporary_2026_approx,3,2026-04,13844.7614956514,1922.3671075514471,0.1494884167747913,0.0,5.556383402376783,1.2303179642660915,-1.906245887073061,4.0587713632162,7.157553789584307,0.5497871364460467,2.342781236962997,-3.6709919504467208,-0.10131524439486282
war_2026,HOLDOUT_2026-01,temporary_2026_approx,4,2026-05,14217.911935490374,373.15043983897425,0.026595643888554645,0.0,6.762119618851925,1.4055875527298096,-2.725498647423011,4.4832994093316145,9.159281284706239,0.6202624400132793,2.8307103376492417,-5.050507507701163,-0.2193603323287686
war_2026,HOLDOUT_2026-01,temporary_2026_approx,5,2026-06,13232.610758565814,-985.3011769245608,-0.07181827870648082,0.0,6.3953767975843565,1.1437907627405124,-1.7395079587254534,3.222532682419169,9.355443575840045,0.49786564340434164,2.7369547903496456,-4.154386086259143,0.7572846752106056
war_2026,HOLDOUT_2026-01,SAPR_CVaR_knee,0,2026-01,9535.393402001546,31.39340200154608,0.0032977343121283445,73.25127133694086,0.04217753422601604,0.011035429094988404,-0.0031107494466664906,0.025952435730195053,0.05765833161160758,0.0020270458252416757,0.018481186837547414,-0.019310007039349552,0.011255250098804744
war_2026,HOLDOUT_2026-01,SAPR_CVaR_knee,1,2026-02,9590.143919909164,54.75051790761709,0.005725399140119077,492.75466116855375,0.1237085584322962,0.02902824347582237,-0.03156286770663192,0.08882788193600871,0.16026277757992893,0.010841322364284832,0.053492171877366844,-0.0714849899958484,0.006317115459582132
war_2026,HOLDOUT_2026-01,SAPR_CVaR_knee,2,2026-03,11680.635652954772,2090.491733045608,0.1971965021887205,1900.8000000000002,2.6693556199640773,0.6906307970980072,-0.2593604359207476,1.68752683514538,3.6173388888860663,0.1472716637090675,1.1626813819442237,-1.2344312609441594,0.6171103938364403
war_2026,HOLDOUT_2026-01,SAPR_CVaR_knee,3,2026-04,12329.873405763761,649.2377528089887,0.05409265168984363,1514.8880898876405,3.8767721155537034,0.8037530156284085,-1.672318519375313,2.8768797334143272,4.9734174588198945,0.39976910088465706,1.7174545887834212,-3.214071323307973,-0.1982097254290808
war_2026,HOLDOUT_2026-01,SAPR_CVaR_knee,4,2026-05,12896.284964681745,566.4115589179844,0.0449142327062656,1321.6269708086304,5.1318374870231,1.1553685775954938,-2.1476970039966465,3.368075300374292,7.0733199502050015,0.41940703200897167,2.1535998584745752,-3.898532585390583,-0.17554725478881192
war_2026,HOLDOUT_2026-01,SAPR_CVaR_knee,5,2026-06,12997.182702846965,100.89773816522089,0.00779333615242748,235.42805571884875,5.674390218507636,0.9528586205071226,-1.3158425198719026,3.3240475046091746,7.901420195281959,0.48272294097780294,2.377078479493861,-3.740348172622987,0.9538687529474627
war_2026,HOLDOUT_2026-01,actual_2026_event_path,0,2026-01,9608.644673338487,104.64467333848694,0.010950417464580215,0.0,0.14005422016651556,0.03664411503572777,-0.010329517736898945,0.08617735043818871,0.19145957245136985,0.006730984338124258,0.06136840993155573,-0.06412058046859136,0.037374050055180096
war_2026,HOLDOUT_2026-01,actual_2026_event_path,1,2026-02,10082.898581077718,474.25390773923,0.048177598868176456,0.0,0.7838128022464014,0.193990666116285,-0.13231945436426917,0.5304871179084127,1.038598637664848,0.055930319865524464,0.3366011619108061,-0.38986098083377974,0.10340487751623112
war_2026,HOLDOUT_2026-01,actual_2026_event_path,2,2026-03,12320.755914985282,2237.8573339075638,0.20044453400589873,1045.0,3.49905460186823,0.8601156073711849,-0.6640117988186316,2.4209878515003775,4.596601269258583,0.2599353020932374,1.498453397296587,-1.790447500358266,0.3811458420302441
war_2026,HOLDOUT_2026-01,actual_2026_event_path,3,2026-04,12175.65800166265,-145.09791332263245,-0.011846600139585661,1425.0,3.996055704072705,0.7887905504978882,-2.014802795315772,2.8055769584425225,5.31438976919281,0.39892552076458565,1.7475020842069773,-3.743193031564522,-0.3105004759789738
war_2026,HOLDOUT_2026-01,actual_2026_event_path,4,2026-05,12548.808441501624,373.15043983897425,0.030187003350612644,1425.0,4.9323204920854415,1.0703790220598786,-1.7272573973714478,2.949063022155804,6.972927674209063,0.34307130756872534,2.0568542953987765,-3.4158805061972424,0.1469432808885897
war_2026,HOLDOUT_2026-01,actual_2026_event_path,5,2026-06,11563.507264577063,-985.3011769245608,-0.08177150235146698,1425.0,4.033168617701948,0.5451339581847197,-0.4760557470684662,1.803525436870844,5.997606417709819,0.2615486591420112,1.8461980541536254,-2.506097908780798,1.3931670662953055
