rule_id,rho_normal,rho_stress,rho_extreme,J1_macro_loss,J2_cvar95_macro_loss,J3_avg_gap_month_burden,J4_adjustment_volatility,scenario_count,max_gap_ratio,max_terminal_gap_ratio,max_recovery_terminal_gap_ratio,max_monthly_adjustment_ratio,sample_split,is_feasible,is_pareto,is_knee,is_pareto_exact,knee_score,base_price_2026_06_cny_t,stress_threshold_75_cny_t,stress_threshold_95_cny_t,threshold_quantile_low,threshold_quantile_high
R0021,0.2,0.0,0.0,0.0832856331118025,0.32676906220822627,0.03135328119088754,0.0316608968989337,101,0.2,0.2,0.05242880000000003,0.13678291781872254,development,False,False,False,False,,9504.0,435.9726516618276,702.4907282819895,0.75,0.95
R0022,0.2,0.05,0.0,0.09099356439780801,0.36417023600226167,0.030280029290224972,0.031716955412856365,101,0.1877152944614161,0.1877152944614161,0.04920843815129348,0.13678291781872254,development,True,True,False,True,1.0,9504.0,435.9726516618276,702.4907282819895,0.75,0.95
R0023,0.2,0.05,0.05,0.0925248484017784,0.3733120453230189,0.029959727889332075,0.031723425154176144,101,0.1877152944614161,0.1877152944614161,0.04920843815129348,0.13678291781872254,development,True,True,False,True,0.9856894921003865,9504.0,435.9726516618276,702.4907282819895,0.75,0.95
R0024,0.2,0.1,0.0,0.09872749024014954,0.40145449594293114,0.029229180783006604,0.03184648034521658,101,0.17098901438038208,0.17098901438038208,0.044823744185730895,0.13678291781872254,development,True,True,False,True,0.9561408576977424,9504.0,435.9726516618276,702.4907282819895,0.75,0.95
R0025,0.2,0.1,0.05,0.10024751820880161,0.410430854492773,0.02891275996576112,0.031851363836359434,101,0.17098901438038208,0.17098901438038208,0.044823744185730895,0.13678291781872254,development,True,True,False,True,0.9436949885546648,9504.0,435.9726516618276,702.4907282819895,0.75,0.95
R0026,0.2,0.1,0.1,0.10180631614977471,0.41937561738341594,0.02859633914851564,0.03188325318808662,101,0.17098901438038208,0.17098901438038208,0.044823744185730895,0.13678291781872254,development,True,True,False,True,0.9317527761663905,9504.0,435.9726516618276,702.4907282819895,0.75,0.95
R0027,0.2,0.15,0.0,0.10622915725775832,0.44449902136496133,0.028222525197673945,0.032046348694644976,101,0.15527318952515823,0.15527318952515823,0.04070393499488309,0.13678291781872254,development,True,True,False,True,0.9239871620259081,9504.0,435.9726516618276,702.4907282819895,0.75,0.95
R0028,0.2,0.15,0.05,0.10771984793410837,0.45331131724637636,0.02790922122686433,0.03204907710949897,101,0.15527318952515823,0.15527318952515823,0.04070393499488309,0.13678291781872254,development,True,True,False,True,0.913723987259013,9504.0,435.9726516618276,702.4907282819895,0.75,0.95
R0029,0.2,0.15,0.1,0.10926479469532419,0.46209290398331193,0.02759591725605471,0.03207862653114854,101,0.15527318952515823,0.15527318952515823,0.04070393499488309,0.13678291781872254,development,True,True,False,True,0.9041216363416071,9504.0,435.9726516618276,702.4907282819895,0.75,0.95
R0030,0.2,0.15,0.15,0.11084408332663129,0.4708440204034952,0.027286627317601734,0.032133901766571105,101,0.15527318952515823,0.15527318952515823,0.04070393499488309,0.13678291781872254,development,True,True,False,True,0.895398889216365,9504.0,435.9726516618276,702.4907282819895,0.75,0.95
R0031,0.2,0.2,0.0,0.11374917140023341,0.4860696583102751,0.02723435204529201,0.03231013471726652,101,0.14052374990963998,0.14052374990963998,0.036837457896312674,0.13678291781872254,development,True,False,False,True,,9504.0,435.9726516618276,702.4907282819895,0.75,0.95
R0032,0.2,0.2,0.05,0.11520544241914392,0.49471926134296235,0.026924129119661636,0.032310127785085706,101,0.14052374990963998,0.14052374990963998,0.036837457896312674,0.13678291781872254,development,True,True,False,True,0.8954555758261239,9504.0,435.9726516618276,702.4907282819895,0.75,0.95
