REF_AREA,MEASURE,UNIT_MEASURE,ACTIVITY,ADJUSTMENT,TRANSFORMATION,TIME_PERIOD,OBS_VALUE,OBS_STATUS,BASE_PER
JPN,PRVM,IX,BTE,Y,_Z,2023-11,94.64892947,A,2015
JPN,PRVM,IX,BTE,Y,_Z,2023-12,95.55989126,A,2015
JPN,PRVM,IX,BTE,Y,_Z,2024-01,89.18315876,A,2015
JPN,PRVM,IX,BTE,Y,_Z,2024-02,89.27425493999999,A,2015
JPN,PRVM,IX,BTE,Y,_Z,2024-03,92.46262119,A,2015
JPN,PRVM,IX,BTE,Y,_Z,2024-04,91.64275558,A,2015
JPN,PRVM,IX,BTE,Y,_Z,2024-05,92.73590972,A,2015
JPN,PRVM,IX,BTE,Y,_Z,2010-02,101.44722903,A,2015
JPN,PRVM,IX,BTE,Y,_Z,2010-03,101.75526718,A,2015
JPN,PRVM,IX,BTE,Y,_Z,2010-05,102.57670222,A,2015
JPN,PRVM,IX,BTE,Y,_Z,2010-06,101.96062594,A,2015
JPN,PRVM,IX,BTE,Y,_Z,2010-09,105.04100739,A,2015
JPN,PRVM,IX,BTE,Y,_Z,2010-11,103.8088548,A,2015
JPN,PRVM,IX,BTE,Y,_Z,2011-02,105.24636615,A,2015
ESP,PRVM,IX,BTE,Y,_Z,2023-11,104.083733699382,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2024-01,105.422100205903,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2024-02,106.966369251887,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2024-04,103.98078242965,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2024-05,103.157172271791,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2024-06,103.774879890185,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2024-11,102.951269732327,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2022-12,105.010295126973,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2023-04,103.98078242965,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2023-06,103.774879890185,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2011-03,105.83390529,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2013-10,96.2594372,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2017-06,104.80439259,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2026-02,104.392587508579,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2026-03,107.275223061084,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2026-04,106.760466712423,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2026-05,107.995881949211,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2022-10,104.49553878,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2023-12,102.84831847,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2024-10,105.31914894,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2025-09,105.62800275,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2024-12,105.216197666438,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2025-01,104.392587508579,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2025-02,105.422100205903,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2025-03,105.010295126973,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2025-04,104.598490048044,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2025-05,104.598490048044,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2014-08,96.15648593,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2014-09,97.18599863,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2014-12,96.77419355,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2015-01,95.95058339,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2025-12,105.010295126973,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2026-01,104.392587508579,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2022-02,105.31914894,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2010-10,105.833905284832,P,2015
KOR,PRVM,IX,BTE,Y,_Z,2016-05,103.12496675,A,2015
KOR,PRVM,IX,BTE,Y,_Z,2016-07,102.07586317,A,2015
KOR,PRVM,IX,BTE,Y,_Z,2016-08,101.03101559,A,2015
KOR,PRVM,IX,BTE,Y,_Z,2017-03,106.90429324,A,2015
KOR,PRVM,IX,BTE,Y,_Z,2017-09,104.96462201,A,2015
KOR,PRVM,IX,BTE,Y,_Z,2017-12,103.38351865,A,2015
KOR,PRVM,IX,BTE,Y,_Z,2018-01,105.4934298,A,2015
KOR,PRVM,IX,BTE,Y,_Z,2018-04,107.38096505,A,2015
KOR,PRVM,IX,BTE,Y,_Z,2018-06,107.31499707,A,2015
KOR,PRVM,IX,BTE,Y,_Z,2018-12,103.96978241,A,2015
KOR,PRVM,IX,BTE,Y,_Z,2019-03,103.63462255,A,2015
KOR,PRVM,IX,BTE,Y,_Z,2019-04,106.56806937,A,2015
KOR,PRVM,IX,BTE,Y,_Z,2019-05,105.72750971,A,2015
KOR,PRVM,IX,BTE,Y,_Z,2019-06,105.24445389999998,A,2015
KOR,PRVM,IX,BTE,Y,_Z,2019-08,106.07118157,A,2015
KOR,PRVM,IX,BTE,Y,_Z,2020-05,96.61116136,A,2015
KOR,PRVM,IX,BTE,Y,_Z,2020-06,102.9951588,A,2015
KOR,PRVM,IX,BTE,Y,_Z,2020-12,112.03915518,A,2015
KOR,PRVM,IX,BTE,Y,_Z,2021-06,113.10315476,A,2015
KOR,PRVM,IX,BTE,Y,_Z,2021-11,117.78475289,A,2015
KOR,PRVM,IX,BTE,Y,_Z,2022-02,121.29595148,A,2015
KOR,PRVM,IX,BTE,Y,_Z,2022-05,118.31675267,A,2015
KOR,PRVM,IX,BTE,Y,_Z,2022-07,118.63595254999998,A,2015
KOR,PRVM,IX,BTE,Y,_Z,2022-09,113.84795446,A,2015
KOR,PRVM,IX,BTE,Y,_Z,2022-10,110.7623557,A,2015
KOR,PRVM,IX,BTE,Y,_Z,2022-12,107.03835718,A,2015
KOR,PRVM,IX,BTE,Y,_Z,2023-04,110.97515561,A,2015
KOR,PRVM,IX,BTE,Y,_Z,2023-06,112.67755493,A,2015
KOR,PRVM,IX,BTE,Y,_Z,2023-11,118.31675267,A,2015
KOR,PRVM,IX,BTE,Y,_Z,2024-08,120.55115178,A,2015
KOR,PRVM,IX,BTE,Y,_Z,2024-10,121.18955152,A,2015
KOR,PRVM,IX,BTE,Y,_Z,2025-05,120.55115178,A,2015
KOR,PRVM,IX,BTE,Y,_Z,2025-07,122.89195084,A,2015
KOR,PRVM,IX,BTE,Y,_Z,2025-11,119.80635207999998,A,2015
KOR,PRVM,IX,BTE,Y,_Z,2025-12,122.04075118,A,2015
KOR,PRVM,IX,BTE,Y,_Z,2026-01,119.06155238,A,2015
KOR,PRVM,IX,BTE,Y,_Z,2026-02,125.23274991,A,2015
KOR,PRVM,IX,BTE,Y,_Z,2026-03,125.97754961,A,2015
KOR,PRVM,IX,BTE,Y,_Z,2026-04,125.12634995,A,2015
KOR,PRVM,IX,BTE,Y,_Z,2026-05,121.402351439059,A,2015
KOR,PRVM,IX,BTE,Y,_Z,2023-02,108.63435655,A,2015
KOR,PRVM,IX,BTE,Y,_Z,2023-03,112.78395489,A,2015
KOR,PRVM,IX,BTE,Y,_Z,2023-05,115.55035378,A,2015
KOR,PRVM,IX,BTE,Y,_Z,2023-07,110.7623557,A,2015
KOR,PRVM,IX,BTE,Y,_Z,2023-08,115.33755386,A,2015
KOR,PRVM,IX,BTE,Y,_Z,2023-09,117.9975528,A,2015
KOR,PRVM,IX,BTE,Y,_Z,2023-10,116.08235357,A,2015
KOR,PRVM,IX,BTE,Y,_Z,2023-12,116.93355323,A,2015
KOR,PRVM,IX,BTE,Y,_Z,2024-01,115.86955365,A,2015
KOR,PRVM,IX,BTE,Y,_Z,2020-10,110.33675587,A,2015
KOR,PRVM,IX,BTE,Y,_Z,2020-11,111.08155557,A,2015
KOR,PRVM,IX,BTE,Y,_Z,2021-01,112.57115497,A,2015
KOR,PRVM,IX,BTE,Y,_Z,2021-02,115.44395382,A,2015
KOR,PRVM,IX,BTE,Y,_Z,2021-03,114.06075438,A,2015
KOR,PRVM,IX,BTE,Y,_Z,2021-04,112.9967548,A,2015
KOR,PRVM,IX,BTE,Y,_Z,2021-05,112.14555514,A,2015
KOR,PRVM,IX,BTE,Y,_Z,2021-07,115.76315369,A,2015
KOR,PRVM,IX,BTE,Y,_Z,2021-08,115.97595361,A,2015
KOR,PRVM,IX,BTE,Y,_Z,2021-09,115.44395382,A,2015
KOR,PRVM,IX,BTE,Y,_Z,2021-10,116.18875352,A,2015
KOR,PRVM,IX,BTE,Y,_Z,2021-12,122.2535511,A,2015
KOR,PRVM,IX,BTE,Y,_Z,2022-01,122.99835079999998,A,2015
KOR,PRVM,IX,BTE,Y,_Z,2016-10,100.06171198,A,2015
KOR,PRVM,IX,BTE,Y,_Z,2016-11,105.14337394,A,2015
KOR,PRVM,IX,BTE,Y,_Z,2016-12,103.86444645,A,2015
KOR,PRVM,IX,BTE,Y,_Z,2017-01,106.28078949,A,2015
KOR,PRVM,IX,BTE,Y,_Z,2017-02,105.20827792,A,2015
KOR,PRVM,IX,BTE,Y,_Z,2017-04,104.91461403,A,2015
KOR,PRVM,IX,BTE,Y,_Z,2017-05,105.35191786,A,2015
KOR,PRVM,IX,BTE,Y,_Z,2017-06,103.47289461,A,2015
KOR,PRVM,IX,BTE,Y,_Z,2017-07,104.45815822,A,2015
KOR,PRVM,IX,BTE,Y,_Z,2017-08,104.29962228,A,2015
KOR,PRVM,IX,BTE,Y,_Z,2017-10,105.4881098,A,2015
KOR,PRVM,IX,BTE,Y,_Z,2017-11,105.78390169,A,2015
KOR,PRVM,IX,BTE,Y,_Z,2018-02,105.60834176,A,2015
KOR,PRVM,IX,BTE,Y,_Z,2018-03,104.26983029,A,2015
KOR,PRVM,IX,BTE,Y,_Z,2018-05,107.98212481,A,2015
KOR,PRVM,IX,BTE,Y,_Z,2018-07,107.90658084,A,2015
KOR,PRVM,IX,BTE,Y,_Z,2018-08,108.45454062,A,2015
KOR,PRVM,IX,BTE,Y,_Z,2018-09,106.29249348,A,2015
KOR,PRVM,IX,BTE,Y,_Z,2018-10,108.41091664,A,2015
KOR,PRVM,IX,BTE,Y,_Z,2018-11,106.2520615,A,2015
KOR,PRVM,IX,BTE,Y,_Z,2019-01,105.20934192,A,2015
KOR,PRVM,IX,BTE,Y,_Z,2019-02,101.15656754,A,2015
KOR,PRVM,IX,BTE,Y,_Z,2019-07,108.33537267,A,2015
KOR,PRVM,IX,BTE,Y,_Z,2019-09,108.65350854,A,2015
KOR,PRVM,IX,BTE,Y,_Z,2019-10,108.20769272,A,2015
KOR,PRVM,IX,BTE,Y,_Z,2019-11,108.17683673,A,2015
KOR,PRVM,IX,BTE,Y,_Z,2019-12,110.59530776,A,2015
KOR,PRVM,IX,BTE,Y,_Z,2020-01,106.82555727,A,2015
KOR,PRVM,IX,BTE,Y,_Z,2020-02,102.9951588,A,2015
KOR,PRVM,IX,BTE,Y,_Z,2020-03,107.78315689,A,2015
KOR,PRVM,IX,BTE,Y,_Z,2020-04,104.27195829,A,2015
KOR,PRVM,IX,BTE,Y,_Z,2020-07,105.01675799,A,2015
KOR,PRVM,IX,BTE,Y,_Z,2024-06,117.78475289,A,2015
KOR,PRVM,IX,BTE,Y,_Z,2024-07,114.48635421,A,2015
ESP,PRVM,IX,BTE,Y,_Z,2014-05,96.67124228,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2014-06,96.15648593,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2014-11,97.49485244,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2015-08,100.58339053,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2015-11,101.50995196,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2016-01,100.89224434,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2016-05,101.09814688,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2016-08,101.50995196,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2016-09,101.92175704,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2016-10,100.89224434,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2017-01,105.21619767,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2017-04,102.53946466,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2017-08,104.28963624,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2017-11,106.76046671999998,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2018-02,105.52505148,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2018-07,105.1132464,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2018-11,103.98078243,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2019-01,107.89293068,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2019-04,106.55456418,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2019-07,104.39258751,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2019-09,105.1132464,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2019-11,105.52505148,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2020-02,107.06932053,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2020-10,102.64241593,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2021-08,103.77487989,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2023-01,104.70144132,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2024-09,104.0837337,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2023-07,103.56897735072098,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2024-03,104.289636238847,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2024-07,102.848318462594,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2010-06,106.86341799,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2010-07,106.24571036999998,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2011-01,107.06932053,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2011-04,105.42210021,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2011-08,103.46602608,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2011-09,103.98078243,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2011-12,102.23061085,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2012-04,97.49485244,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2012-07,97.18599863,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2012-10,95.33287578,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2012-11,93.37680165,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2012-12,94.30336308,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2013-01,95.12697324,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2013-02,93.58270419,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2013-03,95.53877831,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2013-06,95.74468085,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2013-07,94.81811943,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2013-08,95.84763212,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2013-11,95.22992451,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2013-12,96.46533974,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2014-01,95.33287578,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2014-07,96.15648593,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2020-06,89.87645848,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2021-02,101.81880577,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2021-04,102.23061085,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2022-01,105.93685656,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2022-03,101.40700069,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2022-04,107.1722718,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2022-07,105.83390529,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2015-02,97.59780371,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2015-03,100.27453672,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2015-04,97.59780371,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2015-05,99.86273164,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2015-06,100.6863418,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2015-07,101.81880577,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2015-09,100.99519561,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2015-10,100.48043926,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2015-12,100.78929307,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2016-02,102.84831847,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2016-03,101.50995196,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2016-07,100.37748799,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2016-11,102.02470831,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2016-12,102.02470831,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2017-02,102.53946466,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2017-03,102.53946466,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2017-05,103.77487989,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2017-07,103.36307481,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2017-09,104.80439259,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2017-10,105.62800275,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2017-12,108.40768703,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2018-01,105.31914894,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2018-04,105.62800275,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2018-05,105.21619767,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2018-06,105.01029513,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2018-08,104.80439259,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2018-10,105.73095401999998,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2018-12,104.18668497,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2019-05,106.03980783,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2019-06,105.21619767,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2019-08,105.42210021,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2019-10,106.76046671999998,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2019-12,104.80439259,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2020-03,90.28826356,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2020-04,69.28620452999999,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2020-07,97.49485244,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2020-08,100.99519561,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2020-09,101.09814688,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2020-11,103.26012355,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2020-12,103.36307481,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2021-01,102.95126974,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2021-06,99.96568291,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2021-07,101.30404942,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2021-09,102.23061085,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2021-10,102.53946466,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2021-11,105.42210021,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2022-06,106.03980783,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2022-08,106.55456418,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2022-09,106.55456418,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2022-11,103.98078243,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2023-08,102.84831847,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2023-10,102.64241593,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2024-08,102.02470831,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2012-08,98.62731641,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2019-02,105.73095401999998,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2025-06,105.833905284832,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2025-07,105.31914893617,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2025-08,105.113246396706,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2025-10,106.451612903226,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2025-11,107.584076870281,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2018-09,104.598490048044,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2019-03,104.598490048044,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2020-01,103.877831159918,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2020-05,79.9931365820179,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2021-03,104.392587508579,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2021-05,102.436513383665,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2021-12,106.451612903226,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2022-05,107.584076870281,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2023-02,103.671928620453,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2023-03,105.525051475635,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2023-05,103.260123541524,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2023-09,103.56897735072098,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2010-11,108.510638297872,P,2015
KOR,PRVM,IX,BTE,Y,_Z,2016-04,100.35750386,A,2015
ESP,PRVM,IX,BTE,Y,_Z,2010-12,105.936856554564,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2011-06,103.466026080988,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2011-11,100.583390528483,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2014-03,95.7446808510639,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2014-10,97.3919011667811,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2016-04,103.671928620453,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2016-06,99.9656829100892,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2018-03,107.995881949211,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2010-01,103.05422101,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2010-02,103.36307481,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2010-04,105.1132464,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2010-05,107.78997941,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2010-03,108.09883322,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2010-08,107.1722718,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2010-09,105.01029513,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2011-02,106.24571036999998,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2011-05,105.52505148,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2011-07,104.0837337,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2011-10,101.20109815,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2012-01,101.92175704,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2012-02,101.30404942,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2012-03,97.08304736,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2012-05,97.18599863,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2012-06,97.90665752,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2012-09,95.12697324,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2013-04,94.09746054,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2013-05,93.99450927,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2013-09,96.05353466,P,2015
