REF_AREA,MEASURE,UNIT_MEASURE,ACTIVITY,ADJUSTMENT,TRANSFORMATION,TIME_PERIOD,OBS_VALUE,OBS_STATUS,BASE_PER
ESP,PRVM,IX,BTE,Y,_Z,2014-02,96.36238847,P,2015
ESP,PRVM,IX,BTE,Y,_Z,2014-04,97.80370625,P,2015
FRA,PRVM,IX,BTE,Y,_Z,2023-10,99.116745974839,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2015-08,100.59318167,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2015-09,101.56117594,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2016-02,101.14073398,A,2015
KOR,PRVM,IX,BTE,Y,_Z,2015-07,98.57636857,A,2015
KOR,PRVM,IX,BTE,Y,_Z,2015-08,100.97462361,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2013-12,99.71318689,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2014-02,100.13362884,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2014-05,97.92386416,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2014-06,99.35141125,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2014-07,100.17273972,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2014-08,98.53986051,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2014-10,98.18786259,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2014-11,96.8092041,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2014-12,100.15318428,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2015-01,99.87940813,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2015-02,100.83762467,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2023-08,98.9896356169744,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2023-09,99.07763509549608,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2015-10,101.66873085999998,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2017-01,101.36562154,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2017-06,102.5780588,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2020-01,103.08650023,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2020-02,104.71937944,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2020-06,90.99146079,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2010-01,98.39319471,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2010-02,97.75764292,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2010-03,99.68385373,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2010-06,99.67407601,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2010-07,100.39762728,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2010-08,99.20474546,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2010-10,100.33896096,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2010-11,101.65895314,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2011-01,104.19138257,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2011-07,103.07672251,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2011-09,101.4927319,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2011-10,101.70784173,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2011-11,103.7611629,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2011-12,101.72739717,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2012-01,101.1505117,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2012-02,102.14783913,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2012-03,101.43406558,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2012-05,100.15318428,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2012-07,99.90874128,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2012-09,99.83051953,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2016-05,100.04562936,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2016-09,100.27051692,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2016-12,101.30695522,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2023-12,99.889185841862,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2024-01,99.4394107294182,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2024-02,99.9478521608764,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2024-03,99.3220780913894,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2012-06,99.32207809,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2012-12,99.09719054,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2013-06,100.08474024,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2014-04,99.47852161,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2014-09,99.72296461,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2015-07,99.74252005,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2016-01,101.2971775,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2016-03,100.37807184,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2016-10,99.86963041,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2017-04,101.36562154,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2017-05,103.67316342,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2012-10,98.44208331,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2014-03,99.50785477,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2010-05,100.045629359234,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2010-09,100.554070790692,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2010-12,102.98872302979,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2011-02,104.55315820350698,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2011-04,101.492731894922,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2011-06,101.981617886709,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2012-04,101.610064532951,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2012-08,101.922951567695,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2013-01,98.8527475392742,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2013-03,100.602959389871,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2013-05,101.561175933773,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2013-08,98.6669708623952,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2013-10,99.2047454533606,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2014-01,98.3051952284731,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2024-04,100.309627794799,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2024-05,98.9798578971387,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2024-06,99.1460791343462,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2024-07,99.3220780913894,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2024-08,99.9674076005479,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2024-09,99.4394107294182,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2024-10,99.0483019359888,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2024-11,99.2145231731963,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2024-12,98.8625252591099,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2025-01,98.6180822632165,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2025-02,100.084740238577,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2025-03,99.7914086435047,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2025-04,98.4616387458448,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2025-05,98.0216413532367,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2025-06,101.287399778372,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2025-07,101.22873345935798,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2025-08,100.17273971709798,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2025-09,100.778958346914,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2025-10,100.915846424614,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2025-11,101.013623622971,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2025-12,100.436738152663,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2026-01,100.45629359233502,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2026-02,99.7131868848188,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2026-03,101.082067661822,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2015-03,100.66162571,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2015-04,99.67407601,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2015-05,100.3585164,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2015-06,100.59318167,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2011-08,102.20650545,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2015-11,99.4198552897468,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2015-12,99.73274232449027,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2016-04,101.805618929666,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2016-06,99.4589661690897,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2016-07,99.410077569911,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2016-08,101.170067140343,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2016-11,101.981617886709,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2017-02,100.485626751842,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2017-03,102.343393520631,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2017-07,102.499837038003,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2017-08,102.842057232254,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2017-09,104.074049931556,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2017-10,104.582491363014,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2017-11,104.875822958087,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2017-12,106.088260217718,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2018-02,103.702496577798,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2018-03,104.562935923343,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2018-04,103.409164982726,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2018-05,102.333615800796,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2018-08,104.113160810899,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2018-09,102.949612150447,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2018-10,104.426047845643,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2018-11,103.223388305847,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2018-12,104.269604328271,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2019-01,104.885600677922,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2019-02,104.92471155726498,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2019-03,104.6607131217,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2019-04,104.856267518415,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2019-05,106.772700606219,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2019-07,104.298937487778,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2019-08,102.949612150447,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2019-09,104.103383091064,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2019-10,104.132716250571,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2019-11,103.330943224041,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2019-12,101.160289420507,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2020-03,85.06616257088871,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2020-04,66.2636073267716,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2020-05,80.3435238902291,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2020-07,95.11765856202368,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2020-08,96.0367642265827,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2020-09,97.5425330812858,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2020-10,99.6154096864614,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2020-11,98.050974512744,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2020-12,97.4447558829284,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2021-01,100.495404471678,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2021-02,96.3105403819832,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2021-03,97.7576429176719,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2021-04,97.8065315168506,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2021-05,97.8065315168506,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2021-06,97.3078678052281,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2021-07,98.050974512744,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2021-10,99.0483019359888,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2021-11,97.0536470894991,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2021-12,97.5620885209572,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2022-02,98.3834169871589,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2022-03,97.7771983573434,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2022-04,97.0634248093348,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2022-05,98.24652890945868,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2022-06,99.0580796558246,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2022-07,97.59142168046448,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2022-09,99.6251874062972,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2022-10,97.4838667622714,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2022-11,98.7549703409168,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2022-12,99.5762988071185,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2023-01,98.0411967929082,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2023-02,99.556743367447,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2023-03,98.1683071507728,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2023-04,98.3931947069947,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2023-05,100.368294113813,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2012-11,95.68298969,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2013-01,95.29639175,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2013-02,95.97293814,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2021-04,97.61597938,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2021-09,92.59020618,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2022-09,97.22938144,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2014-04,99.06572165,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2014-05,98.58247422,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2014-07,100.32216495,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2018-02,104.18814433,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2018-03,105.83118556,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2018-04,105.15463917,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2018-05,106.70103092,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2018-06,106.41108247,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2019-01,103.41494845,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2019-03,103.89819587,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2019-04,102.4484536,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2019-11,100.32216495,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2020-03,91.2371134,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2020-05,79.73582474,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2020-06,89.01417525000001,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2020-08,90.85051546,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2020-10,96.74613402,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2020-12,97.80927835,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2010-10,95.5863402,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2011-03,97.51932989,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2011-09,97.90592783,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2012-04,97.42268041,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2012-07,98.77577319,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2012-08,98.96907216,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2012-09,97.71262886,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2012-10,96.35953608,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2012-12,96.16623711,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2013-03,97.71262886,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2013-06,98.58247422,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2013-07,97.03608247,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2013-08,98.96907216,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2013-12,99.83891752,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2014-01,99.16237113,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2014-06,98.67912371,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2014-12,100.99871134,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2015-02,99.64561855,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2015-03,99.64561855,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2015-06,100.51546391,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2012-11,98.57897139,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2013-02,100.37807184,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2013-04,101.89361841,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2013-07,99.44918845,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2013-09,99.59585425,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2013-11,100.67140343,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2023-11,99.4394107294182,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2022-05,95.296391752577,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2023-01,95.6829896907213,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2023-04,94.90979381443267,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2023-05,95.7796391752574,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2024-01,90.8505154639172,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2024-03,90.8505154639172,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2024-05,88.1443298969069,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2025-05,89.3041237113399,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2025-08,87.1778350515461,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2026-04,88.0476804123708,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2026-05,88.72422680412339,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2023-06,94.13659794,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2026-02,88.53092783,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2022-02,97.71262886,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2022-12,94.52319587,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2023-02,98.0992268,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2023-12,90.36726804,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2024-12,87.75773196,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2021-01,98.0992268041234,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2021-06,95.10309278350488,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2021-08,92.0103092783502,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2021-10,95.87628865979347,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2021-11,96.2628865979378,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2021-12,97.615979381443,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2022-01,97.3260309278348,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2022-03,92.5902061855667,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2022-04,94.5231958762884,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2022-06,96.2628865979378,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2022-07,96.2628865979378,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2022-08,95.296391752577,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2022-10,95.9729381443296,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2023-03,95.7796391752574,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2023-07,93.2667525773193,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2023-08,93.2667525773193,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2023-10,92.10695876288632,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2023-11,91.8170103092781,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2024-02,91.91365979381408,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2024-04,91.14046391752552,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2024-06,90.6572164948451,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2024-07,88.3376288659791,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2024-08,90.3672680412368,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2024-09,88.6275773195873,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2024-10,88.240979381443,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2024-11,89.2074742268038,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2025-01,89.69072164948419,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2025-02,88.8208762886595,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2025-03,91.720360824742,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2025-04,88.9175257731956,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2025-06,89.3041237113399,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2025-07,89.400773195876,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2025-09,88.240979381443,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2025-10,88.5309278350513,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2025-11,89.4974226804121,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2025-12,88.6275773195873,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2026-01,88.5309278350513,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2026-03,87.8543814432987,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2010-04,89.30412371,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2010-08,92.39690721,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2014-09,99.16237113,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2014-10,99.45231958,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2014-11,99.3556701,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2015-01,98.58247422,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2015-04,100.41881443,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2015-05,100.6121134,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2015-09,99.64561855,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2015-10,100.51546391,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2015-11,99.25902062,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2016-02,101.09536081999998,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2016-03,100.32216495,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2016-04,100.99871134,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2016-05,99.3556701,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2016-06,101.19201031,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2016-07,99.93556701,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2016-09,101.19201031,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2016-11,101.67525772999998,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2017-02,101.86855669999998,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2017-03,101.38530928,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2017-05,103.60824742,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2017-06,103.41494845,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2014-08,96.74613402,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2017-07,103.89819587,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2017-09,105.25128866,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2017-11,107.37757732,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2017-12,106.60438144,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2018-07,104.57474226,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2018-08,106.02448453,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2018-09,104.76804123,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2018-10,104.47809278,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2018-11,102.54510309,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2018-12,103.7048969,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2019-02,102.83505154,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2019-05,102.83505154,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2019-06,101.57860824,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2019-07,101.19201031,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2019-08,101.57860824,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2019-09,100.6121134,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2019-10,100.03221649,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2019-12,98.00257732,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2020-01,100.99871134,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2020-02,101.57860824,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2020-04,71.71391752,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2020-07,90.94716495,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2020-09,93.17010309,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2020-11,97.90592783,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2021-02,96.16623711,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2021-03,97.51932989,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2021-07,96.8427835,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2022-11,96.55283505,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2023-09,92.30025773,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2010-01,86.40463917,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2010-02,85.53479381,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2010-03,87.56443299,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2010-05,92.20360824,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2010-06,91.2371134,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2010-07,91.2371134,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2010-09,93.55670103,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2010-11,95.0064433,A,2015
DEU,PRVM,IX,BTE,Y,_Z,2010-12,96.8427835,A,2015
FRA,PRVM,IX,BTE,Y,_Z,2026-04,101.189622580015,A,2015
