REF_AREA,METHODOLOGY,MEASURE,UNIT_MEASURE,EXPENDITURE,ADJUSTMENT,TRANSFORMATION,TIME_PERIOD,OBS_VALUE,OBS_STATUS,BASE_PER
JPN,N,CPI,PA,_T,N,GY,2022-10,3.7,A,
JPN,N,CPI,PA,_T,N,GY,2022-11,3.8,A,
JPN,N,CPI,PA,_T,N,GY,2022-12,4.0,A,
JPN,N,CPI,PA,_T,N,GY,2023-01,4.3,A,
JPN,N,CPI,PA,_T,N,GY,2023-02,3.3,A,
JPN,N,CPI,PA,_T,N,GY,2023-03,3.2,A,
JPN,N,CPI,PA,_T,N,GY,2023-04,3.5,A,
JPN,N,CPI,PA,_T,N,GY,2023-05,3.2,A,
JPN,N,CPI,PA,_T,N,GY,2023-06,3.3,A,
JPN,N,CPI,PA,_T,N,GY,2023-07,3.3,A,
JPN,N,CPI,PA,_T,N,GY,2023-08,3.2,A,
JPN,N,CPI,PA,_T,N,GY,2023-09,3.0,A,
JPN,N,CPI,PA,_T,N,GY,2023-10,3.3,A,
JPN,N,CPI,PA,_T,N,GY,2023-11,2.8,A,
JPN,N,CPI,PA,_T,N,GY,2023-12,2.6,A,
JPN,N,CPI,PA,_T,N,GY,2024-01,2.2,A,
JPN,N,CPI,PA,_T,N,GY,2024-02,2.8,A,
JPN,N,CPI,PA,_T,N,GY,2024-03,2.7,A,
JPN,N,CPI,PA,_T,N,GY,2024-04,2.5,A,
JPN,N,CPI,PA,_T,N,GY,2024-05,2.8,A,
JPN,N,CPI,PA,_T,N,GY,2024-06,2.8,A,
JPN,N,CPI,PA,_T,N,GY,2024-07,2.8,A,
JPN,N,CPI,PA,_T,N,GY,2024-08,3.0,A,
JPN,N,CPI,PA,_T,N,GY,2024-09,2.5,A,
JPN,N,CPI,PA,_T,N,GY,2024-10,2.3,A,
JPN,N,CPI,PA,_T,N,GY,2024-11,2.9,A,
JPN,N,CPI,PA,_T,N,GY,2024-12,3.6,A,
JPN,N,CPI,PA,_T,N,GY,2025-01,4.0,A,
JPN,N,CPI,PA,_T,N,GY,2025-02,3.7,A,
JPN,N,CPI,PA,_T,N,GY,2025-03,3.6,A,
JPN,N,CPI,PA,_T,N,GY,2025-04,3.6,A,
JPN,N,CPI,PA,_T,N,GY,2025-05,3.5,A,
JPN,N,CPI,PA,_T,N,GY,2025-06,3.3,A,
JPN,N,CPI,PA,_T,N,GY,2025-07,3.1,A,
JPN,N,CPI,PA,_T,N,GY,2025-08,2.7,A,
JPN,N,CPI,PA,_T,N,GY,2025-09,2.9,A,
JPN,N,CPI,PA,_T,N,GY,2025-10,3.0,A,
JPN,N,CPI,PA,_T,N,GY,2025-11,2.9,A,
JPN,N,CPI,PA,_T,N,GY,2025-12,2.1,A,
JPN,N,CPI,PA,_T,N,GY,2026-01,1.5,A,
JPN,N,CPI,PA,_T,N,GY,2026-02,1.3,A,
JPN,N,CPI,PA,_T,N,GY,2026-03,1.5,A,
JPN,N,CPI,PA,_T,N,GY,2026-04,1.4,A,
JPN,N,CPI,PA,_T,N,GY,2026-05,1.5,A,
KOR,N,CPI,PA,_T,N,GY,2010-01,3.518496,A,
KOR,N,CPI,PA,_T,N,GY,2010-02,2.983924,A,
KOR,N,CPI,PA,_T,N,GY,2010-03,2.458154,A,
KOR,N,CPI,PA,_T,N,GY,2010-04,2.598316,A,
KOR,N,CPI,PA,_T,N,GY,2010-05,2.702058,A,
KOR,N,CPI,PA,_T,N,GY,2010-06,2.688929,A,
KOR,N,CPI,PA,_T,N,GY,2010-07,2.530742,A,
KOR,N,CPI,PA,_T,N,GY,2010-08,2.681788,A,
KOR,N,CPI,PA,_T,N,GY,2010-09,3.407571,A,
KOR,N,CPI,PA,_T,N,GY,2010-10,3.682555,A,
KOR,N,CPI,PA,_T,N,GY,2010-11,2.988718,A,
KOR,N,CPI,PA,_T,N,GY,2010-12,3.033703,A,
KOR,N,CPI,PA,_T,N,GY,2011-01,3.441084,A,
KOR,N,CPI,PA,_T,N,GY,2011-02,3.939291,A,
KOR,N,CPI,PA,_T,N,GY,2011-03,4.133215,A,
KOR,N,CPI,PA,_T,N,GY,2011-04,3.816785,A,
KOR,N,CPI,PA,_T,N,GY,2011-05,3.91162,A,
KOR,N,CPI,PA,_T,N,GY,2011-06,4.217757,A,
KOR,N,CPI,PA,_T,N,GY,2011-07,4.509708,A,
KOR,N,CPI,PA,_T,N,GY,2011-08,4.685678,A,
KOR,N,CPI,PA,_T,N,GY,2011-09,3.759002,A,
KOR,N,CPI,PA,_T,N,GY,2011-10,3.562064,A,
KOR,N,CPI,PA,_T,N,GY,2011-11,4.174625,A,
KOR,N,CPI,PA,_T,N,GY,2011-12,4.158119,A,
KOR,N,CPI,PA,_T,N,GY,2012-01,3.345868,A,
KOR,N,CPI,PA,_T,N,GY,2012-02,3.032894,A,
KOR,N,CPI,PA,_T,N,GY,2012-03,2.662543,A,
KOR,N,CPI,PA,_T,N,GY,2012-04,2.552477,A,
KOR,N,CPI,PA,_T,N,GY,2012-05,2.538633,A,
KOR,N,CPI,PA,_T,N,GY,2012-06,2.195829,A,
KOR,N,CPI,PA,_T,N,GY,2012-07,1.476105,A,
KOR,N,CPI,PA,_T,N,GY,2012-08,1.265613,A,
KOR,N,CPI,PA,_T,N,GY,2012-09,2.087839,A,
KOR,N,CPI,PA,_T,N,GY,2012-10,2.090704,A,
KOR,N,CPI,PA,_T,N,GY,2012-11,1.631431,A,
KOR,N,CPI,PA,_T,N,GY,2012-12,1.426072,A,
KOR,N,CPI,PA,_T,N,GY,2013-01,1.628636,A,
KOR,N,CPI,PA,_T,N,GY,2013-02,1.583177,A,
KOR,N,CPI,PA,_T,N,GY,2013-03,1.460475,A,
KOR,N,CPI,PA,_T,N,GY,2013-04,1.329622,A,
KOR,N,CPI,PA,_T,N,GY,2013-05,1.148536,A,
KOR,N,CPI,PA,_T,N,GY,2013-06,1.168716,A,
KOR,N,CPI,PA,_T,N,GY,2013-07,1.615408,A,
KOR,N,CPI,PA,_T,N,GY,2013-08,1.505634,A,
KOR,N,CPI,PA,_T,N,GY,2013-09,0.9804134,A,
KOR,N,CPI,PA,_T,N,GY,2013-10,0.860958,A,
KOR,N,CPI,PA,_T,N,GY,2013-11,1.200943,A,
KOR,N,CPI,PA,_T,N,GY,2013-12,1.143477,A,
KOR,N,CPI,PA,_T,N,GY,2014-01,1.08058,A,
KOR,N,CPI,PA,_T,N,GY,2014-02,1.01249,A,
KOR,N,CPI,PA,_T,N,GY,2014-03,1.292065,A,
KOR,N,CPI,PA,_T,N,GY,2014-04,1.498551,A,
KOR,N,CPI,PA,_T,N,GY,2014-05,1.665535,A,
KOR,N,CPI,PA,_T,N,GY,2014-06,1.658937,A,
KOR,N,CPI,PA,_T,N,GY,2014-07,1.589728,A,
KOR,N,CPI,PA,_T,N,GY,2014-08,1.408224,A,
KOR,N,CPI,PA,_T,N,GY,2014-09,1.146448,A,
KOR,N,CPI,PA,_T,N,GY,2014-10,1.149956,A,
KOR,N,CPI,PA,_T,N,GY,2014-11,0.9654624,A,
KOR,N,CPI,PA,_T,N,GY,2014-12,0.8334317,A,
KOR,N,CPI,PA,_T,N,GY,2015-01,0.9740745,A,
KOR,N,CPI,PA,_T,N,GY,2015-02,0.6458821,A,
KOR,N,CPI,PA,_T,N,GY,2015-03,0.4705108,A,
KOR,N,CPI,PA,_T,N,GY,2015-04,0.4362409,A,
KOR,N,CPI,PA,_T,N,GY,2015-05,0.5520881,A,
KOR,N,CPI,PA,_T,N,GY,2015-06,0.7013412,A,
KOR,N,CPI,PA,_T,N,GY,2015-07,0.7352785,A,
KOR,N,CPI,PA,_T,N,GY,2015-08,0.7001513,A,
KOR,N,CPI,PA,_T,N,GY,2015-09,0.503757,A,
KOR,N,CPI,PA,_T,N,GY,2015-10,0.8078128,A,
KOR,N,CPI,PA,_T,N,GY,2015-11,0.8200819,A,
KOR,N,CPI,PA,_T,N,GY,2015-12,1.131843,A,
KOR,N,CPI,PA,_T,N,GY,2016-01,0.6223387,A,
KOR,N,CPI,PA,_T,N,GY,2016-02,1.113261,A,
KOR,N,CPI,PA,_T,N,GY,2016-03,0.8425303,A,
KOR,N,CPI,PA,_T,N,GY,2016-04,1.001849,A,
KOR,N,CPI,PA,_T,N,GY,2016-05,0.7798504,A,
KOR,N,CPI,PA,_T,N,GY,2016-06,0.7396559,A,
KOR,N,CPI,PA,_T,N,GY,2016-07,0.3691628,A,
KOR,N,CPI,PA,_T,N,GY,2016-08,0.4873284,A,
KOR,N,CPI,PA,_T,N,GY,2016-09,1.348904,A,
KOR,N,CPI,PA,_T,N,GY,2016-10,1.487901,A,
KOR,N,CPI,PA,_T,N,GY,2016-11,1.530817,A,
KOR,N,CPI,PA,_T,N,GY,2016-12,1.337962,A,
KOR,N,CPI,PA,_T,N,GY,2017-01,2.240843,A,
KOR,N,CPI,PA,_T,N,GY,2017-02,2.082811,A,
KOR,N,CPI,PA,_T,N,GY,2017-03,2.276897,A,
KOR,N,CPI,PA,_T,N,GY,2017-04,1.955573,A,
KOR,N,CPI,PA,_T,N,GY,2017-05,2.003555,A,
KOR,N,CPI,PA,_T,N,GY,2017-06,1.806278,A,
KOR,N,CPI,PA,_T,N,GY,2017-07,2.167011,A,
KOR,N,CPI,PA,_T,N,GY,2017-08,2.488581,A,
KOR,N,CPI,PA,_T,N,GY,2017-09,2.000062,A,
KOR,N,CPI,PA,_T,N,GY,2017-10,1.761795,A,
KOR,N,CPI,PA,_T,N,GY,2017-11,1.153403,A,
KOR,N,CPI,PA,_T,N,GY,2017-12,1.407486,A,
KOR,N,CPI,PA,_T,N,GY,2018-01,0.7600189,A,
KOR,N,CPI,PA,_T,N,GY,2018-02,1.252663,A,
KOR,N,CPI,PA,_T,N,GY,2018-03,1.2156,A,
KOR,N,CPI,PA,_T,N,GY,2018-04,1.528088,A,
KOR,N,CPI,PA,_T,N,GY,2018-05,1.469051,A,
KOR,N,CPI,PA,_T,N,GY,2018-06,1.480408,A,
KOR,N,CPI,PA,_T,N,GY,2018-07,1.118986,A,
KOR,N,CPI,PA,_T,N,GY,2018-08,1.431806,A,
KOR,N,CPI,PA,_T,N,GY,2018-09,2.087153,A,
KOR,N,CPI,PA,_T,N,GY,2018-10,2.002508,A,
KOR,N,CPI,PA,_T,N,GY,2018-11,2.037043,A,
KOR,N,CPI,PA,_T,N,GY,2018-12,1.320395,A,
KOR,N,CPI,PA,_T,N,GY,2019-01,0.7930198,A,
KOR,N,CPI,PA,_T,N,GY,2019-02,0.4612817,A,
KOR,N,CPI,PA,_T,N,GY,2019-03,0.3746797,A,
KOR,N,CPI,PA,_T,N,GY,2019-04,0.555943,A,
KOR,N,CPI,PA,_T,N,GY,2019-05,0.6799422,A,
KOR,N,CPI,PA,_T,N,GY,2019-06,0.720801,A,
KOR,N,CPI,PA,_T,N,GY,2019-07,0.6055381,A,
KOR,N,CPI,PA,_T,N,GY,2019-08,-0.03720014,A,
KOR,N,CPI,PA,_T,N,GY,2019-09,-0.4260584,A,
KOR,N,CPI,PA,_T,N,GY,2019-11,0.1520185,A,
KOR,N,CPI,PA,_T,N,GY,2019-12,0.7384734,A,
KOR,N,CPI,PA,_T,N,GY,2020-01,1.219611,A,
KOR,N,CPI,PA,_T,N,GY,2020-02,0.8548902,A,
KOR,N,CPI,PA,_T,N,GY,2020-03,0.8262628,A,
KOR,N,CPI,PA,_T,N,GY,2020-04,0.01909912,A,
KOR,N,CPI,PA,_T,N,GY,2020-05,-0.2127403,A,
KOR,N,CPI,PA,_T,N,GY,2020-06,0.2201204,A,
KOR,N,CPI,PA,_T,N,GY,2020-07,0.4466311,A,
KOR,N,CPI,PA,_T,N,GY,2020-08,0.7694242,A,
KOR,N,CPI,PA,_T,N,GY,2020-09,0.9479528,A,
KOR,N,CPI,PA,_T,N,GY,2020-10,0.138943,A,
KOR,N,CPI,PA,_T,N,GY,2020-11,0.6121772,A,
KOR,N,CPI,PA,_T,N,GY,2020-12,0.6127217,A,
KOR,N,CPI,PA,_T,N,GY,2021-01,0.9491458,A,
KOR,N,CPI,PA,_T,N,GY,2021-02,1.417732,A,
KOR,N,CPI,PA,_T,N,GY,2021-03,1.901141,A,
KOR,N,CPI,PA,_T,N,GY,2021-04,2.492462,A,
KOR,N,CPI,PA,_T,N,GY,2021-05,2.624698,A,
KOR,N,CPI,PA,_T,N,GY,2021-06,2.346806,A,
KOR,N,CPI,PA,_T,N,GY,2021-07,2.639767,A,
KOR,N,CPI,PA,_T,N,GY,2021-08,2.555145,A,
KOR,N,CPI,PA,_T,N,GY,2021-09,2.41215,A,
KOR,N,CPI,PA,_T,N,GY,2021-10,3.164304,A,
KOR,N,CPI,PA,_T,N,GY,2021-11,3.776601,A,
KOR,N,CPI,PA,_T,N,GY,2021-12,3.697797,A,
KOR,N,CPI,PA,_T,N,GY,2022-01,3.770784,A,
KOR,N,CPI,PA,_T,N,GY,2022-02,3.780272,A,
KOR,N,CPI,PA,_T,N,GY,2022-03,4.183032,A,
KOR,N,CPI,PA,_T,N,GY,2022-04,4.755835,A,
KOR,N,CPI,PA,_T,N,GY,2022-05,5.340519,A,
KOR,N,CPI,PA,_T,N,GY,2022-06,6.036257,A,
KOR,N,CPI,PA,_T,N,GY,2022-07,6.32701,A,
KOR,N,CPI,PA,_T,N,GY,2022-08,5.722628,A,
KOR,N,CPI,PA,_T,N,GY,2022-09,5.476398,A,
KOR,N,CPI,PA,_T,N,GY,2022-10,5.621674,A,
KOR,N,CPI,PA,_T,N,GY,2022-11,5.006258,A,
KOR,N,CPI,PA,_T,N,GY,2022-12,5.017301,A,
KOR,N,CPI,PA,_T,N,GY,2023-01,4.978541,A,
KOR,N,CPI,PA,_T,N,GY,2023-02,4.65756,A,
KOR,N,CPI,PA,_T,N,GY,2023-03,4.165881,A,
KOR,N,CPI,PA,_T,N,GY,2023-04,3.688102,A,
KOR,N,CPI,PA,_T,N,GY,2023-05,3.376744,A,
KOR,N,CPI,PA,_T,N,GY,2023-06,2.726181,A,
KOR,N,CPI,PA,_T,N,GY,2023-07,2.354456,A,
KOR,N,CPI,PA,_T,N,GY,2023-08,3.360029,A,
KOR,N,CPI,PA,_T,N,GY,2023-09,3.703363,A,
KOR,N,CPI,PA,_T,N,GY,2023-10,3.765115,A,
KOR,N,CPI,PA,_T,N,GY,2023-11,3.309801,A,
KOR,N,CPI,PA,_T,N,GY,2023-12,3.175911,A,
KOR,N,CPI,PA,_T,N,GY,2024-01,2.81639,A,
KOR,N,CPI,PA,_T,N,GY,2024-02,3.126983,A,
KOR,N,CPI,PA,_T,N,GY,2024-03,3.103511,A,
KOR,N,CPI,PA,_T,N,GY,2024-04,2.92498,A,
KOR,N,CPI,PA,_T,N,GY,2024-05,2.672546,A,
KOR,N,CPI,PA,_T,N,GY,2024-06,2.410939,A,
KOR,N,CPI,PA,_T,N,GY,2024-07,2.551892,A,
KOR,N,CPI,PA,_T,N,GY,2024-08,2.012825,A,
KOR,N,CPI,PA,_T,N,GY,2024-09,1.595038,A,
KOR,N,CPI,PA,_T,N,GY,2024-10,1.253642,A,
KOR,N,CPI,PA,_T,N,GY,2024-11,1.526447,A,
KOR,N,CPI,PA,_T,N,GY,2024-12,1.933824,A,
KOR,N,CPI,PA,_T,N,GY,2025-01,2.244411,A,
KOR,N,CPI,PA,_T,N,GY,2025-02,2.021445,A,
KOR,N,CPI,PA,_T,N,GY,2025-03,2.053532,A,
KOR,N,CPI,PA,_T,N,GY,2025-04,2.078765,A,
KOR,N,CPI,PA,_T,N,GY,2025-05,1.90184,A,
KOR,N,CPI,PA,_T,N,GY,2025-06,2.169712,A,
KOR,N,CPI,PA,_T,N,GY,2025-07,2.094103,A,
KOR,N,CPI,PA,_T,N,GY,2025-08,1.66754,A,
KOR,N,CPI,PA,_T,N,GY,2025-09,2.10205,A,
KOR,N,CPI,PA,_T,N,GY,2025-10,2.38033,A,
KOR,N,CPI,PA,_T,N,GY,2025-11,2.447552,A,
KOR,N,CPI,PA,_T,N,GY,2025-12,2.314855,A,
KOR,N,CPI,PA,_T,N,GY,2026-01,2.005013,A,
KOR,N,CPI,PA,_T,N,GY,2026-02,1.998622,A,
KOR,N,CPI,PA,_T,N,GY,2026-03,2.158397,A,
KOR,N,CPI,PA,_T,N,GY,2026-04,2.56917,A,
KOR,N,CPI,PA,_T,N,GY,2026-05,3.139245,A,
DEU,HICP,CPI,PA,_T,N,GY,2026-06,2.4,A,
JPN,N,CPI,PA,_T,N,GY,2026-06,1.7,A,
KOR,N,CPI,PA,_T,N,GY,2026-06,3.163958,A,
CHN,N,CPI,PA,_T,N,GY,2026-06,1.0,A,
